Link,Title,Rating,Votes,Description,Director
https://www.imdb.com/title/tt13137460/?ref_=adv_li_tt,"Sami, Joe and I",7.5,20,"Sami, Joe and Leyla are ready. Ready for a truly epic summer after finishing school and ready to get out and grab their slice of life. But what is to come, is diametrically opposed to their expectations.",Karin Heberlein
https://www.imdb.com/title/tt8466970/?ref_=adv_li_tt,Like Love,8.2,10,"An anti-romantic-comedy about a girl who just wants a friend, and the boy who falls for her instead.",Michael Wolfe
https://www.imdb.com/title/tt11576698/?ref_=adv_li_tt,After the Incident,6.5,22,A child named Ruhollah who decided to cope with the situation after an unfortunate incident and try to achieve his goals.,Pouria Heidary Oureh
https://www.imdb.com/title/tt6871146/?ref_=adv_li_tt,Cashing Out,4.9,39,An aspiring poker player becomes mixed up in robbing helpless gamblers while following his passion for the game.,Alex Srednoselac
https://www.imdb.com/title/tt13397650/?ref_=adv_li_tt,Going 4 Broke,4.2,24,"In this hilarious comedy, Seven and Tracy find themselves in a struggle to avoid the one thing they fear most, Going Broke. With mayhem and madness from every direction, their decision comes at a cost to either give up or go get the money.",Jarrell Crump
https://www.imdb.com/title/tt8435362/?ref_=adv_li_tt,Capo di Famiglia: Part II,9.1,18,"Vincent la Rosa is the head of his family. His father had asked him, before his death, to take over this position from him. Because of the seriousness of the demand and the pressure to ... See full summary »",Annemarie Libbers
https://www.imdb.com/title/tt11541474/?ref_=adv_li_tt,Kuttiyappanum Daivadhootharum,5.9,9,"Stories of two strangers, Kuttiyappan and Giri, and how the relationship with their respective daughters brings them closer. The portrayal of their connection throws light on a socially relevant issue.",Gokul Hariharan
https://www.imdb.com/title/tt11761404/?ref_=adv_li_tt,Jostissi de Carreró,6.4,27,"Golam is a lonely man who comes back to Porto Cristo (Mallorca) after a while - As soon as he arrives he is shocked when he discovers that a criminal gang called ""La Banda del Lobo"" (The ... See full summary »",Pedro Miralles
https://www.imdb.com/title/tt13841826/?ref_=adv_li_tt,Maskeler de duser,6.2,227,"When stuck at home due to COVID-19, Yusuf, who wanted to fleet his country with the money he earned illegally, learns the importance of love instead of money.",Müfit Can Saçinti
https://www.imdb.com/title/tt14331300/?ref_=adv_li_tt,Nareul guhaji maseyo,8.4,16,"After Seon Yu's father committed suicide leaving behind a large sum of debt for them, Mother and 12-year-old Seon Yu move to a new place to have new start. After transferring to a new ... See full summary »",Yeon-Kyung Jeong
https://www.imdb.com/title/tt13434010/?ref_=adv_li_tt,Yen Peyar Anandhan,6.0,121,A short-filmmaker who is about to begin the shoot of his debut feature film gets kidnapped. What do the kidnappers want?,Sridhar Venkatesan
https://www.imdb.com/title/tt11495880/?ref_=adv_li_tt,Fancy,5.8,16,Akira lives and works in a small town and works different vocations like being the local postman. Then there is the very young local poet Penguino who has a following among whom is the ... See full summary »,Masaoki Hirota
https://www.imdb.com/title/tt11450018/?ref_=adv_li_tt,Fetus,4.7,25,"Randy and Dinar are married couple, and Dinar is pregnant. Their happiness disappears when a middle-aged mother becomes their new neighbor.",Ook Budiyono
https://www.imdb.com/title/tt12964804/?ref_=adv_li_tt,Virtual Attack,8.9,12,"Two friends are going to do a Zoom meeting, but what they didn't know is that a unknown user joined them and start to make things go scary.",Miguel Caxeta
https://www.imdb.com/title/tt11497592/?ref_=adv_li_tt,Irandam Kuththu,2.6,568,"Two friends embark on a trip to Bangkok with their wives, Things take a precarious turn when a ghost demands awkward returns from the men.",Santhosh P. Jayakumar
https://www.imdb.com/title/tt5976054/?ref_=adv_li_tt,Skullz,3.5,100,Find the skull. Break the curse.,Deanna Dewey
https://www.imdb.com/title/tt8801582/?ref_=adv_li_tt,Kruimeltje,6.3,67,"Reunited with his parents, Little Crumb is having trouble getting used to his new luxurious lifestyle. When he is abducted by an old enemy, he has to use the best of his new and his old life to escape and save his parents.",Diede in 't Veld
https://www.imdb.com/title/tt10690512/?ref_=adv_li_tt,Das Glaszimmer,6.5,11,"Pre-teen, shy Bavarian village boy Felix hears his father died on the front in World War II, so he's left with his mother. Luckily he becomes buddies with Karri, the cocky son of local Nazi... See full summary »",Christian Lerch
https://www.imdb.com/title/tt5227668/?ref_=adv_li_tt,Name: Human,5.1,51,"The story takes place in the back streets of Galata . MELI, a transvestite who works as a singer in a classy nightclub, finds an abandoned baby on his way back from work one early morning and takes him home.",Eris Akman
https://www.imdb.com/title/tt9789232/?ref_=adv_li_tt,Hannah: And Other Misadventures,6.5,75,"Simon, with the help of his two best friends, sets out to find 'The One'. What he finds instead is a series of absurd romantic misadventures.",Takani Dillon
https://www.imdb.com/title/tt13464338/?ref_=adv_li_tt,Blackmail Note,7.7,12,"Investigator Khaled from the Public Prosecution investigates the murder of a young man named Amir, after which one of his suspects, his friend Mahmoud, was arrested. He was found absent ... See full summary »",Fawaz Qadri
https://www.imdb.com/title/tt12498722/?ref_=adv_li_tt,A Dance to Forget,3.3,7,"Lizzie, Njideka by her Igbo name, is a young dancer in love with Nicholas but her performance at King Igwe's party on day causes her to fall onto his radar. Enthralled by her dancing, he ... See full summary »",Okechukwu Oku
https://www.imdb.com/title/tt0062336/?ref_=adv_li_tt,The Tango of the Widower and Its Distorting Mirror,6.3,140,"The story of a man whose wife has committed suicide and appears to him as a ghost, following him everywhere and changing his personality. Unfinished in 1967 and restored for a 2020 premiere.",Raoul Ruiz
https://www.imdb.com/title/tt9815616/?ref_=adv_li_tt,Still Got Joy,4.3,17,"Based on the book 'Dying To Live', this film is the inspiring true story of Dr. Shonda Reynolds . A native of Pulaski, Tennessee, she overcame addiction after entering drug rehab, where she... See full summary »",Richy Ivy
https://www.imdb.com/title/tt13090630/?ref_=adv_li_tt,Times & Measures,4.2,85,"Struggling to make ends meet, single Mother, Corina buys a second hand phone, but there's a SIM card wedged inside. As she tries to remove it, the phone begins to ring. It's an offer she can't refuse.",Kelvin Richards
https://www.imdb.com/title/tt13324734/?ref_=adv_li_tt,Nona,7.0,19,Nona and Ogy are friend and got into the friend zone relationship. Nona and Ogy search for the place where Noah's ark was stranded Towards the dream place. Nona's trip to Azerbaijan was not as smooth as planned.,Anggi Frisca
https://www.imdb.com/title/tt2728986/?ref_=adv_li_tt,Sleight,8.2,8,A man with Multiple Sclerosis must find peace as he struggles with the financial and social anxiety that come as consequence to the disease.,Noelani Mei Lee
https://www.imdb.com/title/tt13050758/?ref_=adv_li_tt,The Neon Across the Ocean,6.7,9,"Set sometime in the not-too-distant future, after the worldwide crisis of 2020, Mandy is a 17-year-old Filipino Australian. In her final year of high school and dealing with her parents ... See full summary »",Matthew Victor Pastor
https://www.imdb.com/title/tt10938522/?ref_=adv_li_tt,Sticky Toffee Pudding,6.8,38,"Following the death of his best friend, 17-year-old Shelby struggles to readjust back into life at boarding school until popular girl Lilibet decides to take him under her wing. With the ... See full summary »",Harvard John
https://www.imdb.com/title/tt7922944/?ref_=adv_li_tt,The Mentor,4.3,138,A wanna-be filmmaker persuades a reluctant film director into giving a mentorship when suddenly they are both kidnapped by an enigmatic gang.,Moez Solis
https://www.imdb.com/title/tt12735384/?ref_=adv_li_tt,The Lake,5.8,6,Add a Plot,Emil Atageldijev
https://www.imdb.com/title/tt13450510/?ref_=adv_li_tt,Charles Dickens' A Christmas Carol,5.9,21,"A timeless tale unlike any other-past, present or future-thanks to the haunting vision of one of Broadway's most imaginative directors, Michael Arden, and the Tony-winning virtuoso, Jefferson Mays, starring in 50 roles of a lifetime.",Michael Arden
https://www.imdb.com/title/tt9496420/?ref_=adv_li_tt,Deep Web,4.6,25,A gamer meets a girl on an online forum who introduces him to the deep web an underground network where anything is possible. The pair quickly finds themselves falling dangerously into the depths of a world neither of them knew existed.,Jessy Dupont
https://www.imdb.com/title/tt11724312/?ref_=adv_li_tt,Tales for the Campfire 3,5.9,25,"5 all-new stories sure to scare your pants off told by the ""Campfire Gang"".",Dustin Ferguson
https://www.imdb.com/title/tt6709724/?ref_=adv_li_tt,Promises to Keep,3.7,20,"Set over Easter weekend, Evelyn and Jonathan - both widowed and in their fifties - meet again when their children fall in love with each other. They almost married each other in their ... See full summary »",Marc Leif
https://www.imdb.com/title/tt6976948/?ref_=adv_li_tt,La Face cachée du baklava AKA the Sticky Side of Baklava,6.9,17,"Even though you change your country, habits and compatriots to leave behind your culture and your roots, don't they cling to you forever like a sticky baklava?",Maryanne Zéhil
https://www.imdb.com/title/tt9010454/?ref_=adv_li_tt,Faust the Necromancer,3.1,41,An ambitious medical student sells his soul to the Devil in order to make the world a better place.,Varun Giridhar
https://www.imdb.com/title/tt7283934/?ref_=adv_li_tt,Tales of Tomorrow,6.9,29,"In 2165, Michele's kidnapping puts the city-state of Porto 01, the last stronghold of human civilization, under a state of war. To save the city it will be necessary to count on the help of... See full summary »",Pedro de Lima Marques
https://www.imdb.com/title/tt11744850/?ref_=adv_li_tt,In My Dream,5.7,16,"Tarik, 8 years old, lives in the city. He suffers a car accident with his father, who dies, and with his mother, who is in a coma in the hospital. Tarik suffers from memory loss. With no ... See full summary »",Murat Çeri
https://www.imdb.com/title/tt12422064/?ref_=adv_li_tt,The Haunting of the Morgan Estate,3.5,34,"A paranormal phenomenon, a mysterious curse, and an unsolved murder years in the making.",Brendan Rudnicki
https://www.imdb.com/title/tt13217182/?ref_=adv_li_tt,Hello! Tapir,7.7,10,"8-year-old Ah Keat sets off in search of the mythical nightmare-eating creature in the forest, hoping it will bring his father back to life.",Kethsvin Chee
https://www.imdb.com/title/tt10400198/?ref_=adv_li_tt,The Sound of the Wind,8.1,11,"A suspenseful, slow-burning, psychological thriller about a young man whose paranoia has him torn between the pain of abandoning his daughter and the safety of his own life. A bag of money, a tumultuous chase and a story of man vs. self.",Jared Douglas
https://www.imdb.com/title/tt10891822/?ref_=adv_li_tt,Time for Love,6.4,38,"Mikolaj jumps on a train captivated by a beautiful woman. He hopes to convince her that they are made for each other. On the way to happiness he finds himself with no ticket, and tickets are sacred for the crude conductor Mr. Nowak",Miguel Velez
https://www.imdb.com/title/tt14488150/?ref_=adv_li_tt,Tick Tick Again,8.8,12,Tick Tick Again is a story of reincarnation with a twist.It spans across two lifetimes and follows character Moe Nyi Nyi's journey as he retraces events from the present and progresses to ... See full summary »,Min Set Thit
https://www.imdb.com/title/tt13360162/?ref_=adv_li_tt,A Very Quarantwinned Christmas,8.5,6,"When a snowstorm strands their mom in Iowa, twin sisters Ava and Olivia wonder if they will have to spend the holidays alone. Ava loses her Christmas spirit, until a family member gets sick and she learns the true meaning of Christmas.",Ashley Leanne Somers
https://www.imdb.com/title/tt10244472/?ref_=adv_li_tt,Hullor,4.1,47,A grocery store in a north Kolkata neighbourhood stands in the way of developers looking to build a mall there. The film follows a group as they seek to save the shop from being razed.,Abhimanyu Mukherjee
https://www.imdb.com/title/tt10343642/?ref_=adv_li_tt,Hazy Little Thing,4.7,15,Follows writer Billie through a birthday weekend full of friends and family rushing to her 'rescue' after she 'accidentally' threatens suicide on social media.,Sam Coyle
https://www.imdb.com/title/tt13428908/?ref_=adv_li_tt,London Calling,3.0,7,Add a Plot,Urvish Parikh
https://www.imdb.com/title/tt13410842/?ref_=adv_li_tt,Shehri Gabru,8.5,92,"Three unemployed bachelors and two local goons leading their life separately, get a deadline of seven days to pay a large amount of money..",Saurabh Gulab Rao
https://www.imdb.com/title/tt10657126/?ref_=adv_li_tt,3Grapes,5.4,117,"After many harvests - Honza and Klára became the parents of the twins and the owners of the winery. However, everyday worries have alienated them and they are currently living separately. ... See full summary »",Martin Kopp
https://www.imdb.com/title/tt7189226/?ref_=adv_li_tt,Snatchers,5.7,7,Add a Plot,John Kingman
https://www.imdb.com/title/tt13357042/?ref_=adv_li_tt,Devil's Prey,4.0,34,"As a demon and a fallen angel battle for his soul, a tormented serial killer is stalked by the ghosts of his past victims and hunted by detectives searching for his latest prey.",Lincoln Casimir
https://www.imdb.com/title/tt7476822/?ref_=adv_li_tt,Temenggor,4.4,31,"An epic tale of love, honour and sacrifice. Set within the mystic jungles of Nusantara in the 8th Century. Temenggor - a vast jungle where tribes seek sanctuary, a land rife with Paganism, ... See full summary »",Feisal Azizuddin
https://www.imdb.com/title/tt12961792/?ref_=adv_li_tt,New Queer Visions: Right Beside You,6.4,5,"In times of strife it's important to have someone by your side. Whether it is a shoulder to cry on or a source of confidence, a best friend or a distant lover, these six tales from Mexico, ... See full summary »",François Barbier
https://www.imdb.com/title/tt12841844/?ref_=adv_li_tt,Kosa,7.4,16,"Kosa, a young tribal boy who lives with his family in the dense forested heartlands of India, is picked up by the local police one day.",Mohit Priyadarshi
https://www.imdb.com/title/tt13550352/?ref_=adv_li_tt,Amor sin ciudad,3.9,7,Add a Plot,Violeta Pagán
https://www.imdb.com/title/tt13424390/?ref_=adv_li_tt,The Karma Effect,3.2,25,Add a Plot,Jimmy Dasaint
https://www.imdb.com/title/tt11355174/?ref_=adv_li_tt,Amrutha Ramam,6.0,117,"Amrutha Ramam is a heartfelt love story based on a series of true experiences. The film depicts the lives of Amrutha and Ram, and how together they find the meaning of selfless love.",Surendar Kontaddi
https://www.imdb.com/title/tt5948114/?ref_=adv_li_tt,Zombies from Sector 9,6.0,69,"The story is about Bookwalker, once a useless bum, now turned zombie killer and raider hunter. The story is set in CrittersVille where there is a nuclear meltdown and the dead are coming back to life and you have raiders. roaming the lands.",Ceus Rob
https://www.imdb.com/title/tt13507408/?ref_=adv_li_tt,Theeviram,5.4,22,Add a Plot,Michael Muthu
https://www.imdb.com/title/tt11496780/?ref_=adv_li_tt,The Klatos Paradox,3.8,62,"An incompetent time traveler must team up with his unpredictable alternate self, to fix a paradox which is now slowly destroying the universe.",Mars Fargo
https://www.imdb.com/title/tt5323494/?ref_=adv_li_tt,Anja,6.1,109,"When his girlfriend suddenly disappears, a lonely man finds himself caught up in a night of intrigue, where no one can be trusted.",Pablo Benedetti
https://www.imdb.com/title/tt7297448/?ref_=adv_li_tt,Crucify,3.7,6,A neon noir thriller that descends into a maze of nightmares as two teens trapped in a haunted crime scene are forced to confront their demons.,J. Arcane
https://www.imdb.com/title/tt11080922/?ref_=adv_li_tt,A Handful of Water,5.7,6,Add a Plot,Jakob Zapf
https://www.imdb.com/title/tt12752802/?ref_=adv_li_tt,The Tears of the Great Sage,6.4,74,"Sun Wukong, who became the ""Fighting Buddha"", was bewitched by the spirits and the Longevity Monk met his doom.",Frankie Chung
https://www.imdb.com/title/tt12844634/?ref_=adv_li_tt,Giant Fish,6.1,11,"Zihao, who is a fisherman, lives in a seaside town called Guigang, and makes a living on the sea. One day, he meets a mysterious girl called Xiaoyi by accident, and then he starts taking ... See full summary »",Yin Yue
https://www.imdb.com/title/tt11178862/?ref_=adv_li_tt,Drona,7.5,20,"Guru an simple government teacher whose purpose of life is to bring government schools on par with the private schools. When he is transferred to a government school in Nelamangala, he ... See full summary »",Pramod Chakravarthi
https://www.imdb.com/title/tt12899618/?ref_=adv_li_tt,A Paranormal Documentary,5.3,12,"A ""mockumentary"" found footage film where two amateur paranormal investigators film a haunted abandoned turnpike tunnel and it's creepy surrounding woods.",Matty Calhoun
https://www.imdb.com/title/tt12299728/?ref_=adv_li_tt,Mio's Cookbook,5.9,19,"When Mio was young, she lost her parents in a great flood and also became separated from her best friend Noe. Afterwards, Mio found her talent in cooking and eventually became a cook. ... See full summary »",Haruki Kadokawa
https://www.imdb.com/title/tt10661640/?ref_=adv_li_tt,This or That,6.8,8,Four couples are gathered for a Premarital counseling class in which they address their problems to a dysfunctional counselor. They must get it together or forget it forever.,Dennis Harmon
https://www.imdb.com/title/tt13323008/?ref_=adv_li_tt,Naurun varjolla,4.7,38,"Woman who has become unemployed is a little lost in her life, participates in a stand-up course and ends up on a competition tour for novice comedians.",Reetta Aalto
https://www.imdb.com/title/tt11433900/?ref_=adv_li_tt,Bellri Advances,6.1,13,Add a Plot,Yoshiyuki Tomino
https://www.imdb.com/title/tt11043394/?ref_=adv_li_tt,Blind Eyes Opened,7.1,36,"A Christian documentary diving into the sex trafficking industry in the US exposing the darkness that fuels demand, highlighting survivors' transformations through Christ, and showing Christ as the hope for all involved.",Geoffrey Rogers
https://www.imdb.com/title/tt10458950/?ref_=adv_li_tt,Chocolate Kiss,5.8,18,"Learning to love again is a challenging task, and even more challenging when running your own business. Will the past of Ashley Valentine cause her to miss out on love? Or will she recognize the love that's been there all along?",Mike Jeffers
https://www.imdb.com/title/tt10247750/?ref_=adv_li_tt,Ordinary Justice,6.1,37,"While a trial involving murder, manslaughter and armed robbery is being conducted inside the courtroom, the two daughters of the accused are sentenced to wait outside in the hallway.",Chiara Bellosi
https://www.imdb.com/title/tt10456358/?ref_=adv_li_tt,Akash ongshoto meghla,8.3,10,The film connects apparently disconnected stories of two men who have lost their way of life as a consequence of unexpected lockout or closure of factory. Rasomoy Bagchi used to work in a ... See full summary »,Joydeep Mukherjee
https://www.imdb.com/title/tt11821122/?ref_=adv_li_tt,Obsidian,6.7,6,"Haunted by his tragic past, Jack Carre, a heavily-scarred introvert, volunteers for a Phase I clinical trial of a miraculous new tissue regeneration medication, dubbed ""Obsidian."" Soon, ... See full summary »",Erica Summers
https://www.imdb.com/title/tt12064860/?ref_=adv_li_tt,Super Mario Bros. Z 4K,8.9,11,The complete original Super Mario Bros. Z series remastered in 4K video quality in one video.,Alen Alic
https://www.imdb.com/title/tt10676134/?ref_=adv_li_tt,Mica,6.3,20,"Mica, a boy from the slums, is hired as the handyman at a swanky tennis club in Casablanca. There is he noticed by Sophia, a former tennis champion, who takes him under her wing.",Ismaël Ferroukhi
https://www.imdb.com/title/tt11069562/?ref_=adv_li_tt,Love & Drugs 2,7.5,6,Add a Plot,DeMarcus Bailey
https://www.imdb.com/title/tt14636934/?ref_=adv_li_tt,True and False Monkey King,6.8,50,"On the Journey to the West, the nine-ringed tin rod in the hands of Tang Monk absorbed countless demon souls and became the key to the survival of the demon clan. During the battle for the ... See full summary »",Le Luo
https://www.imdb.com/title/tt10836760/?ref_=adv_li_tt,Mayday,5.4,412,"Janek, who has two wives, skillfully maneuvers between them. The risk that one of his loved ones will learn about a double relationship increases dramatically and every lie will have colossal effects.",Sam Akina
https://www.imdb.com/title/tt11873256/?ref_=adv_li_tt,Padauk Musical,8.0,58,"""Music"" never gets old and so does ""Love"". The story is telling that music and love are the most fundamental companions regardless of the time.",Mee Pwar
https://www.imdb.com/title/tt5700676/?ref_=adv_li_tt,I Scream on the Beach!,4.9,72,"In the small seaside town of Mellow Coast, Emily (Hannah Paterson) is trying to discover what has happened to her father, but as she searches for answers her friends start getting picked off one-by-one by an unknown killer.",Alexander Churchyard
https://www.imdb.com/title/tt9784068/?ref_=adv_li_tt,Time Apart,4.2,85,"'Time Apart' explores a long distance relationship with a sci -fi twist - when Seb starts mysteriously vanishing for years at a time, girlfriend Nina struggles to move on without him.",Ric Forster
https://www.imdb.com/title/tt13986218/?ref_=adv_li_tt,Chini Kam Rang Kada,9.0,5,"A disheartened musician, Ajay, stumbles into a naive tea-seller, Lalita, in one of the city squares of chaotic yet lonely Kathmandu. In the meantime, a mysterious stranger is wandering ... See full summary »",Bibek Ghimire
https://www.imdb.com/title/tt11295984/?ref_=adv_li_tt,Bhoomiyile Manohara Swakaryam,6.0,33,"Ahammed and Anna are friends from childhood and their parents are also good friends. Both of them who loved each other belonged to extremely religious families. One day, all of a sudden ... See full summary »",Shyju Anthikkad
https://www.imdb.com/title/tt13684154/?ref_=adv_li_tt,Death on the Streets,7.0,6,"Like many modern-day farm hands in the US, Kurt is out of work, unable to provide for his family. Smothered by a sense of void and hopelessness, he takes to the road, in a quest for his ... See full summary »",Johan Carlsen
https://www.imdb.com/title/tt11697748/?ref_=adv_li_tt,Single Ladies IV,7.2,12,"While on a trip, Ari stumbles upon an ancient magical ring and is transported to 13th century Iran. The ring is lost upon arrival, leaving her stranded. She is mistaken for Princess Asuri, daughter of Mongol general, General Hadai.",Bat-Amgalan Lkhagvajav
https://www.imdb.com/title/tt10951056/?ref_=adv_li_tt,D.N.A.: Decisamente non adatti,5.4,354,DNA Wholly Unsuited is the result when two primary school friends who meet again as adults decide to improve their lives by swapping genetic codes.,Claudio Gregori
https://www.imdb.com/title/tt11847966/?ref_=adv_li_tt,Eureka,6.8,71,Yuva wants to complete his college course sooner and when he tries to put an end to the college festival lead by Revanth his life gets tossed when the latter ends up dead under mysterious circumstances.,Kartik Anand
https://www.imdb.com/title/tt10122618/?ref_=adv_li_tt,Gondi,7.3,92,"How friendship is meaningful in our life? Does it has any barrier by thought? Age, Color, race or religion? Let's make friendship universal -a circle free for better humanity.",Fakhrul Arefeen Khan
https://www.imdb.com/title/tt11362792/?ref_=adv_li_tt,Fire Within,4.8,20,"León, a single and repentant man, hides in a lost city in the mountains that, surprisingly, his dear little brother Andrés finds him to bring him news of his beloved Marta, who is waiting for her.",Jesús Mario Lozano
https://www.imdb.com/title/tt5358912/?ref_=adv_li_tt,Haunted 5: Phantoms,7.4,69,"A private investigator RETURNS to London. Andrew Robinson and his team investigate a London Pub that has Poltergeist activity. They encounter paranormal events, ghosts and phantoms who will make their investigation go all the way to hell.",Steven M. Smith
https://www.imdb.com/title/tt7637160/?ref_=adv_li_tt,Unhuman Nature,2.6,85,"An FBI Agent with a troubled past finds himself on a case that nobody else wanted. Sent to the Pacific Northwest, Agent Raleigh becomes entangled in a deadly game that the locals prefer to keep a secret.",Thor Moreno
https://www.imdb.com/title/tt12851872/?ref_=adv_li_tt,The Caretaker,4.5,14,"Hard-drinking Jeff Butler can't hold a job and thinks God is against him. When a wealthy old lady confuses Jeff for her long-lost nephew and invites him to live in her house, Jeff thinks ... See full summary »",Josh Criss
https://www.imdb.com/title/tt13495786/?ref_=adv_li_tt,Routtu,6.7,21,"A story of a man trying to save a child life with 200,000 rupees at a private hospital. Many challenges come in his way and many obstacle and a story of a woman trying to save her life from... See full summary »",A.C. Manikandan
https://www.imdb.com/title/tt13685074/?ref_=adv_li_tt,Nel bagno delle donne,5.5,25,"Giacomo, 35 years of laziness, is a man who doesn't know and doesn't want to fight. He is a introvert curmudgeon, a little bit nerd but not very social, who walks with the look downward on ... See full summary »",Marco Castaldi
https://www.imdb.com/title/tt7563696/?ref_=adv_li_tt,Wheels,8.8,31,"Dreaming of a better future, a young DJ confronts his family struggles in the streets of Brooklyn.",Paul Starkman
https://www.imdb.com/title/tt11318886/?ref_=adv_li_tt,Christmas in the Jungle,6.3,14,"Paula moves to a new exotic place with her family. While her new life is exciting, she feels the place and her whole family is missing Christmas spirit. Together with Akhim they decide to go to the jungle to find Christmas shaman.",Jaak Kilmi
https://www.imdb.com/title/tt11946452/?ref_=adv_li_tt,Crossing the Line,6.9,7,"A Mexican Sicario runs into a world of challenges when the cartel leader, ""The Viper"" assigns a Middle Eastern Hitman to accompany him on missions. The Iraqi methods are different than the established norms of the cartel.",Hussain Ahmad
https://www.imdb.com/title/tt10601432/?ref_=adv_li_tt,Confessions of a Producer,6.8,56,"A producer afflicted with a debilitating curse can only be cured by the reporter who despises him. Ths story is a modern day Beauty and the Beast or ""When Harry Met Sally"" watching ""The X Files"" in jail.",Jim Lewis
https://www.imdb.com/title/tt11291334/?ref_=adv_li_tt,Suraya,5.7,19,"Nabila and Adam are avid YouTubers who set out across Malaysia to record videos for their channel. Along the way, they get lost and end up in a mysterious homestay called 'Homestay Abadi', ... See full summary »",Feisal Azizuddin
https://www.imdb.com/title/tt10986342/?ref_=adv_li_tt,Wu Hai,7.3,37,"After continuous quarrels, a young couple living in Wuhai city decided to figure things out on the day of wedding anniversary, while a deadly storm waiting on the cliff.",Ziyang Zhou
https://www.imdb.com/title/tt11122430/?ref_=adv_li_tt,Untimely,8.8,29,"Hamin is a young private doing his military service in a watchtower in the borderline of Iran and Pakistan. Impatient for a day off to attend his sister's wedding ceremony, he gets into a ... See full summary »",Pouya Eshtehardi
https://www.imdb.com/title/tt11599966/?ref_=adv_li_tt,Pagleaazam,6.7,10,"Pagle Aazam is a quirky comedy that revolves around three men who are dumped by a girl. But soon after Rahul meets Ishita, their lives change and everything gets turned upside down when they get trapped in their own chaos.",Vikas Kavthekar
https://www.imdb.com/title/tt12054712/?ref_=adv_li_tt,Perfect Education étude,6.6,46,"Ayano, a middle-aged female director met Aoi, young attractive actor at the audition for her new film. Ayano soon felt something different in Aoi and the audition goes far beyond the moral.",Takuya Kato
https://www.imdb.com/title/tt13572612/?ref_=adv_li_tt,One More Rainbow,7.4,10,A former seaman long presumed dead tries to reconcile with his embittered family with the help of his gay best friend.,Joel Lamangan
https://www.imdb.com/title/tt12403412/?ref_=adv_li_tt,Key Lime Voodoo,4.4,50,"Detective Lax, is out of his jurisdiction and under the spell of voodoo in the Florida Keys. While investigating his girls disappearance he must fight the spirits that keep him from finding her.",Jo Blanco
https://www.imdb.com/title/tt11650404/?ref_=adv_li_tt,Cup of Cheer,6.1,57,"In a comedic shakeup of every cheesy Christmas movie, a big city journalist goes to a small town for the holidays and finds herself in an unlikely romance with the owner of a struggling hot cocoa shop.",Jake Horowitz
https://www.imdb.com/title/tt12440422/?ref_=adv_li_tt,Impasse Rescue,6.4,72,"Li Zhuifeng, a famous general of Shenzhou, and some soldiers in Beipo City are surrounded by Shaman's 100,000 troops. The leader of Shaman intentionally releases the envoy of Gandang City. ... See full summary »",Jiaoshou Qin
https://www.imdb.com/title/tt10122486/?ref_=adv_li_tt,I Need You Dead!,8.0,44,"After a moment of total teenage angst, a young punk finds himself at odds with a psychedelic monster of his own creation.",Rocko Zevenbergen
https://www.imdb.com/title/tt13632748/?ref_=adv_li_tt,Blackout,8.0,19,This film looks back on the mysterious disappearances that took place at the fort of Mont-Tarb in November 2018.,Arthur Sauvion
https://www.imdb.com/title/tt10388676/?ref_=adv_li_tt,Pool Party '15,4.3,19,It's summer. It's Saturday. Let's try to have a fun time for once!,Logan Garrity
https://www.imdb.com/title/tt3487654/?ref_=adv_li_tt,Sutton's Case,3.6,71,"At his home in a rundown American suburb, detective Edward Sutton hears noises from his basement. As he explores the sounds he soon discovers that something terrible is going on. His ... See full summary »",Stavros Genaridis
https://www.imdb.com/title/tt11428788/?ref_=adv_li_tt,Letter from Death,5.8,9,"Failing to prove the urban legend of Mbak Rohanna's ghost at Virgin Bridge, Yogyakarta, makes Zein (Endi Arfian) have to propose other haunted places to Kinan (Carrisa Perruset) to make content on their YouTube channel.",Hestu Saputra
https://www.imdb.com/title/tt12283040/?ref_=adv_li_tt,The catcher in the rye,8.5,23,Add a Plot,Marco Romano
https://www.imdb.com/title/tt12826550/?ref_=adv_li_tt,Bucchi Naidu Kandriga,6.8,28,Childhood sweethearts Balu and Swapna find their relationship in grave hurdles after facing strong opposition from their families due to their differing social status. In a bid to unite ... See full summary »,Poluri Krishna
https://www.imdb.com/title/tt10063580/?ref_=adv_li_tt,Cyberlante,7.3,60,"A mysterious young man moves to a new town to work in a low level job in an isolated hotel, run by an unsympathetic bully who has deadly secrets of his own.",James Smith
https://www.imdb.com/title/tt8359620/?ref_=adv_li_tt,The Haunting at Death Valley Junction,2.1,38,"Do you believe in ghosts? At one time I didn't, but they believed in me.",James S. Horton
https://www.imdb.com/title/tt10149080/?ref_=adv_li_tt,La Liga de los 5,6.8,117,"When his sister is kidnapped, Chema must recruit the starstruck, once-famous Mexican superheroes and form the ""League of 5"", and put a stop to the plans of a mastermind with pyrotechnic control.",Marvick Núñez
https://www.imdb.com/title/tt12204880/?ref_=adv_li_tt,Being Trump,2.5,6,"President Donald Trump's Space Force program has quickly become a reality, and he insists on being the first man to walk the red planet. However, the framers of our constitution never ... See full summary »",Jason Campbell
https://www.imdb.com/title/tt4963384/?ref_=adv_li_tt,Toby Goes to Camp,8.9,14,"One part animal adventure, one part human musical, and all parts fun. Toby Goes to Camp is the heartwarming follow up to Toby's Big Adventure. In his latest adventure, Toby is off to summer... See full summary »",Michael J. Sarna
