Link,Title,Rating,Votes,Description,Director
https://www.imdb.com/title/tt11957450/?ref_=adv_li_tt,Stalker,5.4,213,A young man's budding romance is threatened when he befriends an unstable ride-share driver.,Tyler Savage
https://www.imdb.com/title/tt11835714/?ref_=adv_li_tt,Dune Drifter,3.3,845,"After a devastating orbital space battle, the survivor of a crashed star-fighter must navigate the harsh environment of a desolate planet to save herself before her life support expires.",Marc Price
https://www.imdb.com/title/tt10540242/?ref_=adv_li_tt,The Main Event,4.8,"2,009","After discovering a magical mask, an 11-year-old aspiring wrestler enters a competition to become the next WWE superstar.",Jay Karas
https://www.imdb.com/title/tt8009744/?ref_=adv_li_tt,Worth,6.9,237,"An attorney in Washington D.C. battles against cynicism, bureaucracy and politics to help the victims of 9/11.",Sara Colangelo
https://www.imdb.com/title/tt8043434/?ref_=adv_li_tt,Undergods,5.4,491,"An otherworldly journey through a Europe in decline - a collection of darkly humorous, fantasy tales about ill-fated characters and doomed fortune.",Chino Moya
https://www.imdb.com/title/tt7221772/?ref_=adv_li_tt,Seized,5.2,"1,467","A former special forces agent's son is kidnapped and must now wipe out three dangerous crime syndicates, if he wants to see his son alive again.",Isaac Florentine
https://www.imdb.com/title/tt9916362/?ref_=adv_li_tt,Coven,6.3,"3,516","Basque Country, 1609. The men of the region are at sea and Amaia takes part for the first time in the nightly dances in the woods with the other villager girls. She is only 20. At dawn, they are all arrested.",Pablo Agüero
https://www.imdb.com/title/tt5917226/?ref_=adv_li_tt,Turncoat,6.8,"1,201","1944. Walter Proska is a young Wehrmacht soldier who begins to question the purpose of the war, who the real enemy is and whether his real duty should be to his fatherland or his own conscience.",Florian Gallenberger
https://www.imdb.com/title/tt11385670/?ref_=adv_li_tt,Sugar Baby Murder,4.5,178,"After graduating from college, Bridget moves to a new town with her best friend Lindsay. She takes a job as an Executive Assistant to Anthony Gloss but she will soon learn that a life of luxury can come at a deadly price.",Brooke Nevin
https://www.imdb.com/title/tt4205718/?ref_=adv_li_tt,Intersect,3.8,"1,536","A group of young Miskatonic University scientists invent a time machine, only to learn that they are being manipulated by mysterious, unseen forces from another dimension.",Gus Holwerda
https://www.imdb.com/title/tt8170298/?ref_=adv_li_tt,John Henry,3.5,"2,082","When two immigrant kids on the run from his former South Los Angeles gang leader stumble into his life, John is forced to reconcile with his past in order to try and give them a future.",Will Forbes
https://www.imdb.com/title/tt7562334/?ref_=adv_li_tt,Lady Driver,5.9,"1,075","When a rebellious teen embarks on a solo summer journey to connect with her roots, she finds herself in a new world, geared up for the ride of her life, and discovers she had the drive in her all along.",Shaun Paul Piccinino
https://www.imdb.com/title/tt12779696/?ref_=adv_li_tt,Akilla's Escape,5.1,172,"In a crime-noir about the urban child-soldier, Akilla Brown captures a fifteen-year-old Jamaican boy in the aftermath of an armed robbery. Over one gruelling night, Akilla confronts a cycle of generational violence he thought he escaped.",Charles Officer
https://www.imdb.com/title/tt7541838/?ref_=adv_li_tt,Sex and the Future,2.0,280,"When misfits Barry and Evan design their ideal woman as a robot, they realize a fortune could be made if they had the money to mass produce their prototype. A wealthy prince soon finds out ... See full summary »",Luis Carlos Hueck
https://www.imdb.com/title/tt5791256/?ref_=adv_li_tt,Ancestral World,2.4,166,"A prince must learn to be a hero. In a time of demons and Gods warring for domination, a prince is sent on a mission to rescue his brother and recover a magical armor stolen by the God of Destruction.",Enrico De Palo
https://www.imdb.com/title/tt7171054/?ref_=adv_li_tt,The Sinners,4.2,456,An A-List Girl clique starts a secret cult where each of them must embody one of the seven deadly sins. They realize there's more to their small religious town after they go missing one by one.,Courtney Paige
https://www.imdb.com/title/tt12876132/?ref_=adv_li_tt,Deathstroke Knights & Dragons: The Movie,6.4,"2,382",Assassin Slade Wilson leads two lives: a relentless killer known as Deathstroke and a family man. Can he atone for the sins of the past-or will his family pay the ultimate price?,Sung Jin Ahn
https://www.imdb.com/title/tt8633560/?ref_=adv_li_tt,Lazy Susan,5.3,731,"A slice-of-life comedy about a woman on the edge with nowhere to go but over, Lazy Susan is a story about a spectacularly unmotivated woman for whom doing nothing is exhausting.",Nick Peet
https://www.imdb.com/title/tt11650674/?ref_=adv_li_tt,Ouija Shark,1.8,489,A group of teenage girls summon an ancient man-eating shark after messing with a spirit board that washes up on the beach. An occult specialist must enter the shark's realm to rid this world of the deadly spirit ghost once and for all.,Brett Kelly
https://www.imdb.com/title/tt10717738/?ref_=adv_li_tt,Anjaam Pathiraa,8.0,"5,342","The police are on the trail of a serial killer, but with the victims being fellow officers, will they be able to catch the killer and solve the case in time?",Midhun Manuel Thomas
https://www.imdb.com/title/tt9850344/?ref_=adv_li_tt,Night Shift,5.3,"1,006","Three officers are tasked with escorting an illegal immigrant to Charles de Gaulle airport, where he will be forced onto a plane and sent back to his homeland. But when they find out about the truth, they have to make a difficult choice.",Anne Fontaine
https://www.imdb.com/title/tt10441822/?ref_=adv_li_tt,The Nowhere Inn,5.4,100,"St. Vincent sets out to make a documentary about her music, but when she hires a close friend to direct, notions of reality, identity, and authenticity grow increasingly distorted and bizarre.",Bill Benz
https://www.imdb.com/title/tt9892094/?ref_=adv_li_tt,Mogul Mowgli,6.7,"1,547","A British Pakistani rapper is on the cusp of his first world tour, but is struck down by an illness that threatens to derail his big break.",Bassam Tariq
https://www.imdb.com/title/tt12564514/?ref_=adv_li_tt,Preparations to Be Together for an Unknown Period of Time,6.6,"1,159","Márta, a forty-year-old neurosurgeon, falls in love. She leaves her shining American career behind and returns to Budapest to start a new life with the man. But the love of her life claims they have never met before.",Lili Horvát
https://www.imdb.com/title/tt12615474/?ref_=adv_li_tt,Two by Two: Overboard!,6.0,302,"Adrift on a flood, two misfit castaways struggle to reunite an unorthodox family, out-run a volcano, and negotiate a peace deal on a creaking Ark.",Toby Genkel
https://www.imdb.com/title/tt7716120/?ref_=adv_li_tt,And Tomorrow the Entire World,6.0,"1,658",How far one is willing to go for the sake of one's political commitment.,Julia von Heinz
https://www.imdb.com/title/tt8310474/?ref_=adv_li_tt,Bruised,7.3,42,A disgraced MMA fighter finds redemption in the cage and the courage to face her demons when the son she had given up as an infant unexpectedly reenters her life.,Halle Berry
https://www.imdb.com/title/tt8064418/?ref_=adv_li_tt,Assassin 33 A.D.,2.9,"1,070","While doing research , a group of young geniuses accidentally stumble upon a secret terrorist plot to create a time machine to go back in time and change history.",Jim Carroll
https://www.imdb.com/title/tt9690328/?ref_=adv_li_tt,Paper Spiders,7.2,"1,002",A bittersweet story about coming of age in the shadow of mental illness.,Inon Shampanier
https://www.imdb.com/title/tt10692788/?ref_=adv_li_tt,After Love,7.5,313,"Set in the port town of Dover, Mary Hussain suddenly finds herself a widow following the unexpected death of her husband. A day after the burial, she discovers he has a secret just twenty-one miles across the English Channel in Calais.",Aleem Khan
https://www.imdb.com/title/tt12882620/?ref_=adv_li_tt,Evil Eye,4.8,"3,015",A superstitious mother is convinced that her daughter's new boyfriend is the reincarnation of a man who tried to kill her 30 years ago.,Elan Dassani
https://www.imdb.com/title/tt7886848/?ref_=adv_li_tt,Sadak 2,1.1,"68,025","The film picks up where Sadak left off, revolving around the journey with a young girl who becomes an important character in the life of the protagonist, and the reason for him to stay alive.",Mahesh Bhatt
https://www.imdb.com/title/tt11388822/?ref_=adv_li_tt,Romance on the Menu,6.0,574,"When New York restaurateur, Caroline Wilson inherits a café in Lemon Myrtle Cove, Australia, she begins to fall in love with the place and its people, in particular, the cafe's charming local chef, Simon Cook.",Rosie Lourde
https://www.imdb.com/title/tt8015444/?ref_=adv_li_tt,Last and First Men,6.7,"2,140","Two billion years ahead of us, a future race of humans finds itself on the verge of extinction. Almost all that is left in the world are lone and surreal monuments, beaming their message into the wilderness.",Jóhann Jóhannsson
https://www.imdb.com/title/tt10230414/?ref_=adv_li_tt,Serious Men,6.8,"6,500","Tormented with his 'under-privileged' societal status, a father capitalizes on his son's newfound fame as a boy-genius. Little does he realize that the secret he harbors will destroy the very thing he loves the most.",Sudhir Mishra
https://www.imdb.com/title/tt7304824/?ref_=adv_li_tt,Offering to the Storm,6.2,"5,383",Inspector Amaia Salazar confronts the origins of her nightmares as she unfolds the darkest secrets of the Baztan valley.,Fernando González Molina
https://www.imdb.com/title/tt7923118/?ref_=adv_li_tt,Death of a Ladies' Man,5.4,211,"A carousing college professor's life takes a series of unimaginable turns, and all the old stories are given a new twist, when he begins to have surreal hallucinations and learns he may not be long for this world.",Matt Bissonnette
https://www.imdb.com/title/tt11027510/?ref_=adv_li_tt,The Promised Neverland,5.5,392,"A group of the smartest kids at a seemingly perfect orphanage uncover its dark secret, and set in motion a dangerous and desperate escape plan.",Yûichirô Hirakawa
https://www.imdb.com/title/tt12282598/?ref_=adv_li_tt,Intuition,5.4,"2,314","Pipa begins her career as a police detective alongside her mentor, the controversial detective Francisco Juánez. Together they must solve the violent murder of a 19-year-old girl.",Alejandro Montiel
https://www.imdb.com/title/tt6435934/?ref_=adv_li_tt,The Last Journey of Paul W. R.,6.1,248,"The red moon threatens our existence on earth. Our only hope is the enigmatic Paul WR, the most talented astronaut of its generation. But few hours before the start of the Great mission, Paul disappeared.",Romain Quirot
https://www.imdb.com/title/tt8998768/?ref_=adv_li_tt,Cicada,6.6,322,A New York love story that toes the line between narrative and doc with two actors reliving parts of their own experiences.,Matthew Fifer
https://www.imdb.com/title/tt12779208/?ref_=adv_li_tt,Milestone,6.5,445,"Recently marking 500,000 kilometers on the road, a newly bereaved trucker faces the threat of losing the job that has come to define him to a new intern.",Ivan Ayr
https://www.imdb.com/title/tt11177804/?ref_=adv_li_tt,Legend of Deification,6.6,"1,324","Banished to the mortal world, a warrior has to slay a demon to return to the heavenly realm and become a god.",Teng Cheng
https://www.imdb.com/title/tt8526370/?ref_=adv_li_tt,Favolacce,6.3,"3,774",A few families living out on a limb in the suburbs of Rome. Tensions here can explode at any time; ultimately it's the children who bring about the collapse.,Damiano D'Innocenzo
https://www.imdb.com/title/tt10452854/?ref_=adv_li_tt,The 24th,6.0,627,"It is the story of the all-black Twenty-Fourth United States Infantry Regiment, and the Houston Riot of 1917.",Kevin Willmott
https://www.imdb.com/title/tt12415546/?ref_=adv_li_tt,Attack on Titan: Chronicle,8.7,"5,007",A recap of the popular anime series Shingeki no Kyojin from seasons 1-3.,Masashi Koizuka
https://www.imdb.com/title/tt11009666/?ref_=adv_li_tt,Miss Marx,5.6,553,"Bright, intelligent, passionate and free, Eleanor is Karl Marx's youngest daughter. Among the first women to link the themes of feminism and socialism, she takes part in the workers' ... See full summary »",Susanna Nicchiarelli
https://www.imdb.com/title/tt12198524/?ref_=adv_li_tt,The Retreat,4.2,644,"A man finds himself alone and lost after a horrifying encounter with a monster during a backpacking trip into the Adirondack High Peaks. Now, he must fight for his life, and sanity, as he ... See full summary »",Bruce Wemple
https://www.imdb.com/title/tt8116640/?ref_=adv_li_tt,Go Karts,5.9,"2,371",A thrilling family film about a boy who must overcome tremendous odds and his own recklessness to achieve his dream of winning the National Go Kart Championship.,Owen Trevor
https://www.imdb.com/title/tt13236566/?ref_=adv_li_tt,Operation Christmas Drop,5.8,"9,547","Congressional aide Erica (Graham) forgoes family Christmas to travel at her boss's behest. At a beachside Air Force base, she clashes with Capt. Andrew Jantz (Ludwig), who knows her assignment is finding reasons to defund the facility.",Martin Wood
https://www.imdb.com/title/tt9731360/?ref_=adv_li_tt,I Met a Girl,6.2,788,"An aspiring musician embarks on an epic, cross-country journey to find the woman of his dreams - who may be all in his head.",Luke Eve
https://www.imdb.com/title/tt9894440/?ref_=adv_li_tt,My Father Marianne,6.9,"1,407","After breaking up with her boyfriend, 28 year old aspiring journalist Hanna decides to leave Stockholm and moves back to her parents and brother in her small hometown Alingsås. After ... See full summary »",Mårten Klingberg
https://www.imdb.com/title/tt10023022/?ref_=adv_li_tt,Clean,6.8,27,"Tormented by his past, a garbage man named Clean attempts a quiet life of redemption. But, soon finds himself forced to reconcile with the violence of his past.",Paul Solet
https://www.imdb.com/title/tt11749480/?ref_=adv_li_tt,Shooter,7.9,363,A ruthless Punjabi gangster and his friends clash with a rival gang protecting a corrupt politician.,Tru Makers
https://www.imdb.com/title/tt10370380/?ref_=adv_li_tt,The Windermere Children,7.2,"2,566","This is the stark, moving ultimately redemptive story of the bonds these children make with one another, and of how the friendships forged at Windermere become a lifeline to a fruitful future.",Michael Samuels
https://www.imdb.com/title/tt9904802/?ref_=adv_li_tt,Enemy Lines,4.5,993,"In the frozen, war torn landscape of occupied Poland during World War II, a crack team of allied commandos are sent on a deadly mission behind enemy lines to extract a rocket scientist from the hands of the Nazis.",Anders Banke
https://www.imdb.com/title/tt9614460/?ref_=adv_li_tt,Chhapaak,5.1,"25,150","The trials and triumphs of Malti, an acid attack survivor. From the investigation of the attack to the court proceedings, the medical treatment to the emotional healing. Chhapaak is the story of the unquashable human spirit.",Meghna Gulzar
https://www.imdb.com/title/tt11767722/?ref_=adv_li_tt,Sun Children,7.2,"1,211","12-year-old Ali and his three friends, together they work hard to survive and support their families. In a turn of events that seems miraculous, Ali is entrusted to find hidden treasure underground.",Majid Majidi
https://www.imdb.com/title/tt13391556/?ref_=adv_li_tt,Mr. Bungle: The Night They Came Home,7.6,21,A reconstituted Mr. Bungle assembles in the Eureka public library to perform their unique brand of music.,Jack Bennett
https://www.imdb.com/title/tt13535456/?ref_=adv_li_tt,Gabriel's Inferno: Part Three,7.0,507,"Someone dark returns from Julia's past with bad intentions. Gabriel has secrets he needs to share, but worries that he'll lose everything if he does. Will their relationship weather the test of secrets revealed?",Tosca Musk
https://www.imdb.com/title/tt8335482/?ref_=adv_li_tt,The Lost Prince,5.3,"1,004","Every night as Sofia falls asleep, her father Djibi takes her into ""Storyland"", a fantasy film studio where their extraordinary fairy-tale adventures come to life starring Djibi in the lead role as the heroic Prince Charming.",Michel Hazanavicius
https://www.imdb.com/title/tt7870102/?ref_=adv_li_tt,Critical Thinking,6.4,"1,203",The true story of the Miami Jackson High School chess team which was the first inner city team to win the U.S. National Chess Championship.,John Leguizamo
https://www.imdb.com/title/tt10515526/?ref_=adv_li_tt,Lootcase,7.6,"15,395","Nandan Kumar comes across a suitcase and discovers it is full of cash. He takes the suitcase and soon finds himself being chased by a notorious gangster, an honest cop and a minister, who want the suitcase at any cost.",Rajesh Krishnan
https://www.imdb.com/title/tt9519642/?ref_=adv_li_tt,The Wedding Unplanner,5.8,"1,293",A love affair to hide. A wedding to prepare. A disaster to come.,Dani de la Orden
https://www.imdb.com/title/tt8092118/?ref_=adv_li_tt,Fate/Stay Night: Heaven's Feel - III. Spring Song,8.1,"1,054","The final chapter in the Heaven's Feel trilogy. Angra Mainyu has successfully possessed his vessel Sakura Matou. It's up to Rin, Shirou, and Rider to cleanse the grail or it will be the end of the world and magecraft as we all know it.",Tomonori Sudô
https://www.imdb.com/title/tt10782876/?ref_=adv_li_tt,Swimming for Gold,5.5,341,A US women’s swim team Olympic hopeful suffers an injury that forces her to put aside her dreams and help the Australian men’s swim team get competition ready.,Hayley MacFarlane
https://www.imdb.com/title/tt11357754/?ref_=adv_li_tt,The Secret Life of a Celebrity Surrogate,5.2,120,"Charmed by Hollywood's brightest stars, Olivia Bolton agrees to become Ava Von Richter's surrogate. But behind the lies and the dark of Ava and her husband makes her realize that she and her unborn child are in undeniable danger.",Mark Gantt
https://www.imdb.com/title/tt10062614/?ref_=adv_li_tt,Guilty,5.4,"3,975","When a college heartthrob is accused of rape by a less popular student, his girlfriend navigates various versions of the story in search of the truth.",Ruchi Narain
https://www.imdb.com/title/tt12015352/?ref_=adv_li_tt,Crazy Samurai: 400 vs. 1,4.5,505,"This film, taken around the time of ""Out and Deluxe,"" consists of the most famous battle of the swordsman Miyamoto Musashi. In this 77-minute, one-scene, no-cut action sequence, Miyamoto (... See full summary »",Yûji Shimomura
https://www.imdb.com/title/tt11394282/?ref_=adv_li_tt,Identifying Features,7.3,799,A mother travels across Mexico in search for her son whom authorities say died while trying to cross the borders into the United States.,Fernanda Valadez
https://www.imdb.com/title/tt10701458/?ref_=adv_li_tt,Castle Freak,4.2,968,An Albanian castle with bloodthirsty creatures is inherited by a young woman.,Tate Steinsiek
https://www.imdb.com/title/tt7534136/?ref_=adv_li_tt,Little Vampire,6.6,167,"A friendship forms between a never-aging 10-year-old vampire and an orphan schoolboy, but a moon headed monster throws obstacles in their paths.",Joann Sfar
https://www.imdb.com/title/tt10642834/?ref_=adv_li_tt,The Forty-Year-Old Version,7.2,"4,265","Radha is a down-on-her-luck NY playwright, who is desperate for a breakthrough before 40. Reinventing herself as rapper RadhaMUSPrime, she vacillates between the worlds of Hip Hop and theater in order to find her true voice.",Radha Blank
https://www.imdb.com/title/tt11199356/?ref_=adv_li_tt,Bheeshma,6.6,"2,563","Bheeshma is a young bachelor who is desperate to find a girlfriend. One day, he meets and falls in love with Chaitra, who works for an organics company that coincidentally carries his first name.",Venky Kudumula
https://www.imdb.com/title/tt14888874/?ref_=adv_li_tt,Kimetsu no Yaiba: Natagumo Yama Hen,8.9,30,"Tanjiro, now a registered Demon Slayer, teams up with fellow slayers Zenitsu and Inosuke to investigate missing person cases on the mountain Natagumo. After the group is split up during a ... See full summary »",Haruo Sotozaki
https://www.imdb.com/title/tt9261218/?ref_=adv_li_tt,Uncorked,6.3,"4,771",Elijah must balance his dream of becoming a master sommelier with his father's expectations that he carry on the family's Memphis BBQ joint.,Prentice Penny
https://www.imdb.com/title/tt8273104/?ref_=adv_li_tt,Captive,5.2,367,"A teenage runaway who's trapped by a delusional man, pretends to be his daughter in order to escape.",Savvas Christou
https://www.imdb.com/title/tt13491620/?ref_=adv_li_tt,Unpaused,7.0,"2,102","An anthology that brings together 5 unique creators of Hindi cinema featuring stories of love, new beginnings, second chances, and a glimmer of hope. Set and filmed in the times of the Covid-19 lockdown.",Nikkhil Advani
https://www.imdb.com/title/tt8709338/?ref_=adv_li_tt,Hard Luck Love Song,8.4,31,A gritty love story about a charismatic but down-on-his-luck troubadour living out of cheap motels and making bad decisions.,Justin Corsbie
https://www.imdb.com/title/tt13318052/?ref_=adv_li_tt,Midnight at the Magnolia,5.8,"4,311",Longtime friends and local radio hosts Maggie and Jack fake it as a couple for their families and listeners in hopes of getting their show syndicated.,Max McGuire
https://www.imdb.com/title/tt7335600/?ref_=adv_li_tt,Enter the Fat Dragon,5.7,"1,501","A cop is assigned to a case of escorting a criminal to Japan while dealing with relationship problems, and his enormous change in appearance as a result of being dumped.",Kenji Tanigaki
https://www.imdb.com/title/tt10964530/?ref_=adv_li_tt,The Furnace,6.7,549,"To escape the outback, a young Afghan cameleer falls in with a mysterious bushman on the run with stolen Crown gold.",Roderick MacKay
https://www.imdb.com/title/tt5761986/?ref_=adv_li_tt,Hunter's Moon,3.4,470,A sheriff makes a strange discovery when he gets called to an orchard where three teenage sisters have been attacked by a band of young delinquents.,Michael Caissie
https://www.imdb.com/title/tt10989808/?ref_=adv_li_tt,Beckman,4.3,498,"A contract killer becomes the reverend of an LA church until a cult leader and his minions kidnap his daughter. Blinded by vengeance, he cuts a bloody path across the city. The only thing that can stop him is his newfound faith.",Gabriel Sabloff
https://www.imdb.com/title/tt9806336/?ref_=adv_li_tt,Rising High,5.8,"4,338","Charting the rise and fall of three corrupt real estate agents who accumulate absurd wealth in no time but fall into a vortex of fraud, greed and drugs.",Cüneyt Kaya
https://www.imdb.com/title/tt8633748/?ref_=adv_li_tt,The Opening Act,6.1,849,"Will's true life passion is to become a stand-up comedian. When given the opportunity to emcee a comedy show opening for his hero Billy G., he must decide if he wants to continue the life he has set up, or pursue his dream.",Steve Byrne
https://www.imdb.com/title/tt12198504/?ref_=adv_li_tt,Monstrous,3.7,473,"A young woman goes searching for answers after her friend mysteriously vanishes in Whitehall, NY, an Adirondack town known for its Bigfoot sightings. She quickly learns that hiding in the ... See full summary »",Bruce Wemple
https://www.imdb.com/title/tt10434142/?ref_=adv_li_tt,The Girls,6.4,"1,627","Celia, an 11-year-old girl, studies at a convent school and lives with her mum, a 30-year-old widow. The arrival of a new classmate hurls Claudia into adolescence.",Pilar Palomero
https://www.imdb.com/title/tt7736496/?ref_=adv_li_tt,Jingle Jangle: A Christmas Journey,6.5,"15,965","An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever.",David E. Talbert
https://www.imdb.com/title/tt9752248/?ref_=adv_li_tt,Silent Night,4.8,190,"Mark, a low end South London hitman recently released from prison, tries to go straight for his daughter, but gets drawn back in by Alan, his former cellmate, to do one final job.",Will Thorne
https://www.imdb.com/title/tt10441958/?ref_=adv_li_tt,How to Be a Good Wife,5.8,"1,256","Paulette and her husband have been running a housekeeping school. After the sudden death of her husband, Paulette discovers that the school is on the verge of bankruptcy and has to take her responsibilities.",Martin Provost
https://www.imdb.com/title/tt12745164/?ref_=adv_li_tt,Cats & Dogs 3: Paws Unite,3.7,663,"Gwen the Cat and Roger the Dog are secret agents who covertly protect and save the world without humans ever finding out. Their partnership is due to the Great Truce, which has stopped dog and cat hostility for a decade.",Sean McNamara
https://www.imdb.com/title/tt6865630/?ref_=adv_li_tt,Ana,5.8,"1,330","Ana meets Rafa in a chance encounter and they embark on a road trip to try and save him from bankruptcy, or worse.",Charles McDougall
https://www.imdb.com/title/tt9392248/?ref_=adv_li_tt,The Best Years,6.2,"1,457","The story of Italy, from the 80s to nowadays, told through the life of four friends, Giulio, Gemma, Paolo e Riccardo; during 40 years of loves, aspirations, success and failures.",Gabriele Muccino
https://www.imdb.com/title/tt7397176/?ref_=adv_li_tt,Krudttønden,5.6,389,Film about the events surrounding the terrorist attacks in Copenhagen on February 14th and 15th 2015.,Ole Christian Madsen
https://www.imdb.com/title/tt8006374/?ref_=adv_li_tt,Baba Yaga: Terror of the Dark Forest,4.7,"1,414","When Egor's mom dies, he gets a stepmom and then a baby half sister. Things get seriously twisted when his dad gets a hot nanny, who's the witch, Baba Yaga.",Svyatoslav Podgaevskiy
https://www.imdb.com/title/tt12444426/?ref_=adv_li_tt,Spring Blossom,5.7,426,"A 16 year old girl, bored with her own age group, becomes involved with an older man at a theater she passes.",Suzanne Lindon
https://www.imdb.com/title/tt10430850/?ref_=adv_li_tt,Rushed,7.9,35,Siobhan Fallon Hogan & Robert Patrick star in this thriller with Jake Weary.,Vibeke Muasya
https://www.imdb.com/title/tt9115528/?ref_=adv_li_tt,Never Too Late,5.9,448,A group of seniors plan to break out of their retirement home.,Mark Lamprell
https://www.imdb.com/title/tt10021582/?ref_=adv_li_tt,A Deadly Legend,2.8,139,"Joan Huntar, a real estate developer, buys an old summer camp. It turns out that the property was once inhabited by a rogue sect of pagans with a dark history of sacrificial worship. A ... See full summary »",Pamela Moriarty
https://www.imdb.com/title/tt5775536/?ref_=adv_li_tt,My Client's Wife,6.3,764,A defending lawyer uncovers the hideous truth about his client's wife.,Prabhakar Meena Bhaskar Pant
https://www.imdb.com/title/tt11091664/?ref_=adv_li_tt,Fan Girl,6.8,270,Fan Girl is about a fanatical Paulo Avelino fan (newcomer Charlie Dizon) who meets her onscreen idol (played by himself) in less than ideal circumstances after stowing away in the back of ... See full summary »,Antoinette Jadaone
https://www.imdb.com/title/tt11547520/?ref_=adv_li_tt,Kalashnikov,6.6,"2,698","Wounded as tank driver in 1941 during WWII, Kalashnikov sees the latest Soviet machine gun fail. As he's also an inventor, he starts looking for improvements and in 1947 ends up with AK-47 assault rifle.",Konstantin Buslov
https://www.imdb.com/title/tt7383268/?ref_=adv_li_tt,Discarded Things,5.9,138,"When tragedy disrupts the life of esteemed music professor Grace Wyatt, she is ejected from her lavish academic world and into the harsh reality of teaching at-risk youth.",Joanne Hock
https://www.imdb.com/title/tt10418846/?ref_=adv_li_tt,Don't Look Back,3.7,479,"When a young woman overcoming her traumatic past is among several witnesses who see a man fatally assaulted and don't intervene, they find themselves targeted by someone, or something, out for revenge.",Jeffrey Reddick
https://www.imdb.com/title/tt8231202/?ref_=adv_li_tt,This Is the Year,7.3,109,"In a last ditch effort to win over the girl of his dreams, a nerdy high school senior and his best friends embark on a road trip to see their favorite band at the biggest music festival of the year.",David Henrie
https://www.imdb.com/title/tt12444572/?ref_=adv_li_tt,Beginning,6.6,"1,387","In a sleepy provincial town, a Jehovah's Witness community is attacked by an extremist group. In the midst of this conflict, the familiar world of Yana, the wife of the community leader, ... See full summary »",Dea Kulumbegashvili
https://www.imdb.com/title/tt10353704/?ref_=adv_li_tt,Home,6.5,36,An ex-felon returns home from prison and must confront the demons of his past.,Franka Potente
https://www.imdb.com/title/tt8332802/?ref_=adv_li_tt,Amulet,4.8,"2,939","An ex-soldier, living homeless in London, is offered a place to stay at a decaying house inhabited by a young woman and her dying mother. As he starts to fall for her, he cannot ignore his suspicion that something sinister is going on.",Romola Garai
https://www.imdb.com/title/tt7335796/?ref_=adv_li_tt,Behind You,4.2,"1,545","Two young sisters find that all the mirrors in their estranged aunt's house are covered or hidden. When one of them happens upon a mirror in the basement, she unknowingly releases a malicious demon.",Andrew Mecham
https://www.imdb.com/title/tt9526784/?ref_=adv_li_tt,Never Gonna Snow Again,6.4,891,"Zhenia, a Russian-speaking immigrant from the East works as a masseur in Poland and becomes a guru-like figure in a wealthy gated community of his clients.",Malgorzata Szumowska
https://www.imdb.com/title/tt12780384/?ref_=adv_li_tt,Holidays on Mars,2.5,427,Add a Plot,Neri Parenti
https://www.imdb.com/title/tt7052270/?ref_=adv_li_tt,Arthur & Merlin: Knights of Camelot,3.4,"1,021",Follows King Arthur and his people race home to prevent Mordred from taking over Camelot.,Giles Alderson
https://www.imdb.com/title/tt10230404/?ref_=adv_li_tt,Ghost Stories,4.3,"4,660","The winning team of LUST STORIES unite to tell some spine - chilling tales. Ghost Stories is an upcoming 2020 Indian anthology horror film, consisting of four short film segments.",Zoya Akhtar
https://www.imdb.com/title/tt10230426/?ref_=adv_li_tt,Mrs. Serial Killer,4.8,"11,567","When a doctor gets jailed for a string of shocking murders, his loyal wife sets out to commit a copycat crime to prove his innocence.",Shirish Kunder
https://www.imdb.com/title/tt11802992/?ref_=adv_li_tt,Given,7.9,868,"The film centers on the love relationship among the Given music band's bassist Haruki Nakayama, drummer Akihiko Kaji, and Akihiko's roommate and ex-boyfriend Ugetsu Murata.",Hikaru Yamaguchi
https://www.imdb.com/title/tt9820352/?ref_=adv_li_tt,Villain,5.8,"1,526","Eddie Franks is a former criminal who attempts to help his family by reconnecting with his daughter and clearing his brother's debt. Despite his efforts, he is drawn back into a criminal way of life, with devastating consequences.",Philip Barantini
https://www.imdb.com/title/tt10307856/?ref_=adv_li_tt,The Argument,4.7,567,A couple get into an argument at their cocktail party that escalates until it brings an abrupt end to the festivities. They and their guests decide to re-create the entire night again and again to determine who was right.,Robert Schwartzman
https://www.imdb.com/title/tt12675670/?ref_=adv_li_tt,Pasture,4.3,56,A woman suffering from schizophrenia is taken against her will by a mad doctor. As she is subjected to insane experiments by the doctor she loses her final grip on reality.,Sean Hardaway
https://www.imdb.com/title/tt5827790/?ref_=adv_li_tt,Unknown Origins,6.1,"5,669","Madrid, 2019. A serial killer is spreading chaos. Anonymous people with no apparent connection are being murdered while imitating the first appearances of the most famous superheroes.",David Galán Galindo
https://www.imdb.com/title/tt10952012/?ref_=adv_li_tt,Sweet River,5.0,369,"Hana's search for her son's body leads her to the sleepy town of Billing, where her investigations uncover more than she expected and threaten to expose the town's secrets - secrets that both the living and the dead will fight to protect.",Justin McMillan
https://www.imdb.com/title/tt10798660/?ref_=adv_li_tt,Wish Upon A Unicorn,5.5,119,"After the loss of 8 yr old Mia's mother, her family moves to Grandma's Montana ranch. In the woods, Mia discovers a unicorn colt- a magical creature that brings luck to anyone who believes in it.",Steve Bencich
