link,Code,Sale_rent,Price,Total_area,Floor,Rooms,Date
https://akcern.am/en/property/118,Code - 30419,For rent Apartment in Yerevan,500 USD,'Total area 88 m 2','Floor 4','Count of rooms 3',20.05.2021
https://akcern.am/en/property/13299,Code - 32783,For sale Apartment in Yerevan,"110,000 USD",'Total area 71 m 2','Floor 6','Count of rooms 3',20.05.2021
https://akcern.am/en/property/12728,Code - 259669,For sale Apartment in Yerevan,"59,000 USD",'Total area 65 m 2','Floor 2','Count of rooms 2',20.05.2021
https://akcern.am/en/property/12717,Code - 359631,For sale Apartment in Yerevan,"65,000 USD",'Total area 92 m 2','Floor 8','Count of rooms 3',20.05.2021
https://akcern.am/en/property/11902,Code - 259971,For sale Apartment in Yerevan,"50,000 USD",'Total area 56 m 2','Floor 2','Count of rooms 2',20.05.2021
https://akcern.am/en/property/1352,Code - 30497,For sale Apartment in Yerevan,"70,000 USD",'Total area 91 m 2','Floor ','Count of rooms 3',20.05.2021
https://akcern.am/en/property/54,Code - 20456,For rent Apartment in Yerevan,500 USD,'Total area 77 m 2','Floor 4','Count of rooms 2',20.05.2021
https://akcern.am/en/property/8682,Code - 21235,For sale Apartment in Yerevan,"125,000 USD",'Total area 77 m 2','Floor 4','Count of rooms 2',20.05.2021
https://akcern.am/en/property/1155,Code - 20242,For sale Apartment in Yerevan,"119,000 USD",'Total area 81 m 2','Floor 6','Count of rooms 2',20.05.2021
https://akcern.am/en/property/15518,Code - 260312,For sale Apartment in Yerevan,"60,000 USD",'Total area 55 m 2','Floor 7','Count of rooms 2',20.05.2021
https://akcern.am/en/property/12804,Code - 20276,For rent Apartment in Yerevan,"1,000 USD",'Total area 86 m 2','Floor 3','Count of rooms 2',20.05.2021
https://akcern.am/en/property/4113,Code - 20531,For rent Apartment in Yerevan,500 USD,'Total area 67 m 2','Floor 3','Count of rooms 2',20.05.2021
https://akcern.am/en/property/18887,Code - 260648,For rent Apartment in Yerevan,750 USD,'Total area 65 m 2','Floor 5','Count of rooms 2',20.05.2021
https://akcern.am/en/property/4890,Code - 20607,For rent Apartment in Yerevan,480 USD,'Total area 66 m 2','Floor 4','Count of rooms 2',20.05.2021
https://akcern.am/en/property/147,Code - 20051,For rent Apartment in Yerevan,600 USD,'Total area 60 m 2','Floor 2','Count of rooms 2',20.05.2021
https://akcern.am/en/property/10938,Code - 459859,For sale Apartment in Yerevan,"531,000 USD",'Total area 177 m 2','Floor 5','Count of rooms 4',20.05.2021
https://akcern.am/en/property/10939,Code - 859860,For sale Apartment in Yerevan,"897,000 USD",'Total area 299 m 2','Floor 6','Count of rooms 5',20.05.2021
https://akcern.am/en/property/10935,Code - 359856,For sale Apartment in Yerevan,"243,000 USD",'Total area 81 m 2','Floor 4','Count of rooms 3',20.05.2021
https://akcern.am/en/property/18808,Code - 260564,For sale Apartment in Yerevan,"55,000 USD",'Total area 69 m 2','Floor 2','Count of rooms 2',20.05.2021
https://akcern.am/en/property/8482,Code - 20665,For rent Apartment in Yerevan,450 USD,'Total area 66 m 2','Floor 3','Count of rooms 2',20.05.2021
https://akcern.am/en/property/9543,Code - 258512,For sale Apartment in Yerevan,"78,000 USD",'Total area 64 m 2','Floor 14','Count of rooms 2',20.05.2021
https://akcern.am/en/property/5456,Code - 40552,For sale Apartment in Yerevan,"87,000 USD",'Total area 90 m 2','Floor 5','Count of rooms 4',19.05.2021
https://akcern.am/en/property/8306,Code - 32639,For sale Apartment in Yerevan,"80,000 USD",'Total area 81 m 2','Floor 11','Count of rooms 3',19.05.2021
https://akcern.am/en/property/3189,Code - 32272,For sale Apartment in Yerevan,"80,000 USD",'Total area 82 m 2','Floor 3','Count of rooms 3',19.05.2021
https://akcern.am/en/property/11735,Code - 260013,For sale Apartment in Yerevan,"43,000 USD",'Total area 64 m 2','Floor 6','Count of rooms 2',19.05.2021
https://akcern.am/en/property/5986,Code - 21122,For sale Apartment in Yerevan,"120,000 USD",'Total area 59 m 2','Floor 4','Count of rooms 2',19.05.2021
https://akcern.am/en/property/18902,Code - 860664,For sale Apartment in Yerevan,"115,000 USD",'Total area 115 m 2','Floor 4','Count of rooms 4',19.05.2021
https://akcern.am/en/property/8276,Code - 32638,For sale Apartment in Yerevan,"300,000 USD",'Total area 125 m 2','Floor 9','Count of rooms 3',19.05.2021
https://akcern.am/en/property/4732,Code - 40531,For sale Apartment in Yerevan,"70,000 USD",'Total area 109 m 2','Floor 5','Count of rooms 4',19.05.2021
https://akcern.am/en/property/6558,Code - 40574,For sale Apartment in Yerevan,"74,000 USD",'Total area 97 m 2','Floor 14','Count of rooms 4',19.05.2021
https://akcern.am/en/property/18809,Code - 460565,For sale Apartment in Yerevan,"82,000 USD",'Total area 91 m 2','Floor 4','Count of rooms 4',19.05.2021
https://akcern.am/en/property/722,Code - 40412,For sale Apartment in Yerevan,"82,000 USD",'Total area 95 m 2','Floor 7','Count of rooms 4',19.05.2021
https://akcern.am/en/property/13693,Code - 159191,For sale Apartment in Yerevan,"52,000 USD",'Total area 43 m 2','Floor 2','Count of rooms 1',19.05.2021
https://akcern.am/en/property/18895,Code - 860657,For sale Apartment in Yerevan,"72,000 USD",'Total area 101 m 2','Floor 3','Count of rooms 3',19.05.2021
https://akcern.am/en/property/18891,Code - 860653,For sale Apartment in Yerevan,"192,000 USD",'Total area 254 m 2','Floor 2',,19.05.2021
https://akcern.am/en/property/18889,Code - 860651,For sale Apartment in Yerevan,"96,000 USD",'Total area 127 m 2','Floor 2',,19.05.2021
https://akcern.am/en/property/18888,Code - 860650,For sale Apartment in Yerevan,"96,000 USD",'Total area 127 m 2','Floor 2',,19.05.2021
https://akcern.am/en/property/18900,Code - 360662,For sale Apartment in Yerevan,"72,000 USD",'Total area 75 m 2','Floor 2','Count of rooms 3',19.05.2021
https://akcern.am/en/property/18897,Code - 160659,For rent Apartment in Yerevan,800 USD,'Total area 36 m 2','Floor 4','Count of rooms 1',19.05.2021
https://akcern.am/en/property/18894,Code - 160656,For sale Apartment in Yerevan,"100,000 USD",'Total area 36 m 2','Floor 4','Count of rooms 1',19.05.2021
https://akcern.am/en/property/12779,Code - 10367,For rent Apartment in Yerevan,250 USD,'Total area 44 m 2','Floor 2','Count of rooms 1',19.05.2021
https://akcern.am/en/property/12011,Code - 360081,For sale Apartment in Yerevan,"65,000 USD",'Total area 82 m 2','Floor 1','Count of rooms 3',19.05.2021
https://akcern.am/en/property/2004,Code - 10822,For sale Apartment in Yerevan,"49,000 USD",'Total area 47 m 2','Floor 5','Count of rooms 1',19.05.2021
https://akcern.am/en/property/4068,Code - 10511,For rent Apartment in Yerevan,550 USD,'Total area 39 m 2','Floor 3','Count of rooms 1',18.05.2021
https://akcern.am/en/property/10838,Code - 359761,For rent Apartment in Yerevan,800 USD,'Total area 97 m 2','Floor 4','Count of rooms 3',18.05.2021
https://akcern.am/en/property/5085,Code - 40546,For sale Apartment in Yerevan,"210,000 USD",'Total area 139 m 2','Floor 3','Count of rooms 4',18.05.2021
https://akcern.am/en/property/2562,Code - 10320,For rent Apartment in Yerevan,600 USD,'Total area 39 m 2','Floor 4','Count of rooms 1',18.05.2021
https://akcern.am/en/property/95,Code - 40089,For rent Apartment in Yerevan,700 USD,'Total area 116 m 2','Floor 5','Count of rooms 4',18.05.2021
https://akcern.am/en/property/10928,Code - 259219,For rent Apartment in Yerevan,400 USD,'Total area 68 m 2','Floor 2','Count of rooms 2',18.05.2021
https://akcern.am/en/property/18875,Code - 360633,For rent Apartment in Yerevan,"1,800 USD",'Total area 111 m 2','Floor 2','Count of rooms 3',18.05.2021
https://akcern.am/en/property/86,Code - 10353,For rent Apartment in Yerevan,500 USD,'Total area 39 m 2','Floor 5','Count of rooms 1',18.05.2021
https://akcern.am/en/property/18732,Code - 260485,For sale Apartment in Yerevan,"58,000 USD",'Total area 55 m 2','Floor 3','Count of rooms 2',18.05.2021
https://akcern.am/en/property/13084,Code - 30389,For rent Apartment in Yerevan,300 USD,'Total area 78 m 2','Floor 5','Count of rooms 3',18.05.2021
https://akcern.am/en/property/13528,Code - 30522,For rent Apartment in Yerevan,"2,500 USD",'Total area 141 m 2','Floor 13','Count of rooms 3',18.05.2021
https://akcern.am/en/property/13565,Code - 20631,For rent Apartment in Yerevan,300 USD,'Total area 74 m 2','Floor 8','Count of rooms 2',18.05.2021
https://akcern.am/en/property/13597,Code - 20650,For rent Apartment in Yerevan,550 USD,'Total area 75 m 2','Floor 4','Count of rooms 2',18.05.2021
https://akcern.am/en/property/13048,Code - 30364,For rent Apartment in Yerevan,700 USD,'Total area 108 m 2','Floor 4','Count of rooms 3',18.05.2021
https://akcern.am/en/property/12806,Code - 40028,For rent Apartment in Yerevan,250 USD,'Total area 99 m 2','Floor 2','Count of rooms 4',18.05.2021
https://akcern.am/en/property/13599,Code - 30551,For rent Apartment in Yerevan,300 USD,'Total area 77 m 2','Floor ','Count of rooms 3',18.05.2021
https://akcern.am/en/property/12432,Code - 10248,For rent Apartment in Yerevan,300 USD,'Total area 31 m 2','Floor ','Count of rooms 1',18.05.2021
https://akcern.am/en/property/12373,Code - 10133,For rent Apartment in Yerevan,350 USD,'Total area 40 m 2','Floor 2','Count of rooms 1',18.05.2021
https://akcern.am/en/property/12507,Code - 10310,For rent Apartment in Yerevan,350 USD,'Total area 58 m 2','Floor 5','Count of rooms 1',18.05.2021
https://akcern.am/en/property/12453,Code - 10274,For rent Apartment in Yerevan,160 USD,'Total area 48 m 2','Floor 1','Count of rooms 1',18.05.2021
https://akcern.am/en/property/14203,Code - 10258,For rent Apartment in Yerevan,400 USD,'Total area 46 m 2','Floor 1','Count of rooms 1',18.05.2021
https://akcern.am/en/property/12417,Code - 20113,For rent Apartment in Yerevan,300 USD,'Total area 75 m 2','Floor 11','Count of rooms 2',18.05.2021
https://akcern.am/en/property/13541,Code - 20629,For rent Apartment in Yerevan,800 USD,'Total area 66 m 2','Floor 2','Count of rooms 2',18.05.2021
https://akcern.am/en/property/12362,Code - 20380,For rent Apartment in Yerevan,350 USD,'Total area 56 m 2','Floor 5','Count of rooms 2',18.05.2021
https://akcern.am/en/property/12837,Code - 30311,For rent Apartment in Yerevan,600 USD,'Total area 98 m 2','Floor 6','Count of rooms 3',18.05.2021
https://akcern.am/en/property/12822,Code - 20051,For rent Apartment in Yerevan,600 USD,'Total area 70 m 2','Floor 4','Count of rooms 2',18.05.2021
https://akcern.am/en/property/12391,Code - 20266,For rent Apartment in Yerevan,400 USD,'Total area 64 m 2','Floor 4','Count of rooms 2',18.05.2021
https://akcern.am/en/property/13836,Code - 10178,For rent Apartment in Yerevan,330 USD,'Total area 51 m 2','Floor 3','Count of rooms 1',18.05.2021
https://akcern.am/en/property/13607,Code - 30555,For rent Apartment in Yerevan,"1,500 USD",'Total area 126 m 2','Floor 3','Count of rooms 3',18.05.2021
https://akcern.am/en/property/13598,Code - 20651,For rent Apartment in Yerevan,550 USD,'Total area 64 m 2','Floor 4','Count of rooms 2',18.05.2021
https://akcern.am/en/property/13416,Code - 20596,For rent Apartment in Yerevan,"1,200 USD",'Total area 58 m 2','Floor 1','Count of rooms 2',18.05.2021
https://akcern.am/en/property/12383,Code - 10226,For rent Apartment in Yerevan,170 USD,'Total area 40 m 2','Floor 7','Count of rooms 1',18.05.2021
https://akcern.am/en/property/13637,Code - 30566,For rent Apartment in Yerevan,650 USD,'Total area 94 m 2','Floor 10','Count of rooms 3',18.05.2021
https://akcern.am/en/property/12348,Code - 40056,For rent Apartment in Yerevan,"2,000 USD",'Total area 175 m 2','Floor 4','Count of rooms 4',18.05.2021
https://akcern.am/en/property/12445,Code - 80036,For rent Apartment in Yerevan,600 USD,'Total area 102 m 2','Floor ','Count of rooms 3',18.05.2021
https://akcern.am/en/property/12430,Code - 20418,For rent Apartment in Yerevan,270 USD,'Total area 67 m 2','Floor 6','Count of rooms 2',18.05.2021
https://akcern.am/en/property/13071,Code - 20457,For rent Apartment in Yerevan,220 USD,'Total area 64 m 2','Floor 2','Count of rooms 2',18.05.2021
https://akcern.am/en/property/12823,Code - 20018,For rent Apartment in Yerevan,500 USD,'Total area 50 m 2','Floor 2','Count of rooms 2',18.05.2021
https://akcern.am/en/property/12357,Code - 10233,For rent Apartment in Yerevan,320 USD,'Total area 44 m 2','Floor 4','Count of rooms 1',18.05.2021
https://akcern.am/en/property/12530,Code - 10333,For rent Apartment in Yerevan,200 USD,'Total area 44 m 2','Floor 5','Count of rooms 1',18.05.2021
https://akcern.am/en/property/14537,Code - 10305,For rent Apartment in Yerevan,210 USD,'Total area 44 m 2','Floor 3','Count of rooms 1',18.05.2021
https://akcern.am/en/property/14379,Code - 10288,For rent Apartment in Yerevan,800 USD,'Total area 48 m 2','Floor 6','Count of rooms 1',18.05.2021
https://akcern.am/en/property/13256,Code - 30456,For rent Apartment in Yerevan,700 USD,'Total area 90 m 2','Floor 7','Count of rooms 3',18.05.2021
https://akcern.am/en/property/12409,Code - 20389,For rent Apartment in Yerevan,400 USD,'Total area 60 m 2','Floor 4','Count of rooms 2',18.05.2021
https://akcern.am/en/property/11923,Code - 260061,For sale Apartment in Yerevan,"140,000 USD",'Total area 78 m 2','Floor 7','Count of rooms 2',18.05.2021
https://akcern.am/en/property/18822,Code - 360579,For rent Apartment in Yerevan,770 USD,'Total area 90 m 2','Floor 4','Count of rooms 3',18.05.2021
https://akcern.am/en/property/2383,Code - 30732,For rent Apartment in Yerevan,800 USD,'Total area 91 m 2','Floor 2','Count of rooms 3',18.05.2021
https://akcern.am/en/property/1741,Code - 30692,For rent Apartment in Yerevan,700 USD,'Total area 137 m 2','Floor 7','Count of rooms 3',18.05.2021
https://akcern.am/en/property/4671,Code - 30519,For rent Apartment in Yerevan,750 USD,'Total area 100 m 2','Floor 3','Count of rooms 3',18.05.2021
https://akcern.am/en/property/4452,Code - 30728,For rent Apartment in Yerevan,500 USD,'Total area 95 m 2','Floor 7','Count of rooms 3',18.05.2021
https://akcern.am/en/property/18876,Code - 160637,For sale Apartment in Yerevan,"43,000 USD",'Total area 43 m 2','Floor ','Count of rooms 1',18.05.2021
https://akcern.am/en/property/18878,Code - 360639,For rent Apartment in Yerevan,770 USD,'Total area 68 m 2','Floor 2','Count of rooms 3',18.05.2021
https://akcern.am/en/property/8693,Code - 22118,For sale Apartment in Yerevan,"75,000 USD",'Total area 66 m 2','Floor 1','Count of rooms 2',18.05.2021
https://akcern.am/en/property/16959,Code - 20858,For rent Apartment in Yerevan,270 USD,'Total area 66 m 2','Floor 1','Count of rooms 2',18.05.2021
https://akcern.am/en/property/18868,Code - 360634,For sale Apartment in Yerevan,"100,000 USD",'Total area 86 m 2','Floor 4','Count of rooms 3',18.05.2021
https://akcern.am/en/property/6310,Code - 31698,For sale Apartment in Yerevan,"65,000 USD",'Total area 80 m 2','Floor 9','Count of rooms 3',17.05.2021
https://akcern.am/en/property/8358,Code - 31591,For sale Apartment in Yerevan,"115,000 USD",'Total area 111 m 2','Floor 3','Count of rooms 3',17.05.2021
https://akcern.am/en/property/11927,Code - 10439,For rent Apartment in Yerevan,315 USD,'Total area 45 m 2','Floor 1','Count of rooms 1',17.05.2021
https://akcern.am/en/property/3575,Code - 40138,For rent Apartment in Yerevan,"5,000 USD",'Total area 155 m 2','Floor 3','Count of rooms 4',17.05.2021
https://akcern.am/en/property/10599,Code - 40785,For sale Apartment in Yerevan,"560,000 USD",'Total area 155 m 2','Floor 3','Count of rooms 4',17.05.2021
https://akcern.am/en/property/2105,Code - 40857,For sale Apartment in Yerevan,"135,000 USD",'Total area 103 m 2','Floor 3','Count of rooms 4',17.05.2021
https://akcern.am/en/property/2106,Code - 40102,For rent Apartment in Yerevan,600 USD,'Total area 108 m 2','Floor 4','Count of rooms 4',17.05.2021
https://akcern.am/en/property/9222,Code - 30598,For rent Apartment in Yerevan,420 USD,'Total area 89 m 2','Floor 2','Count of rooms 3',17.05.2021
https://akcern.am/en/property/18848,Code - 260612,For sale Apartment in Yerevan,"100,000 USD",'Total area 82 m 2','Floor 1','Count of rooms 2',17.05.2021
https://akcern.am/en/property/18867,Code - 460632,For sale Apartment in Yerevan,"175,000 USD",'Total area 123 m 2','Floor 8','Count of rooms 4',17.05.2021
https://akcern.am/en/property/13345,Code - 30480,For rent Apartment in Yerevan,750 USD,'Total area 82 m 2','Floor 8','Count of rooms 3',17.05.2021
https://akcern.am/en/property/13686,Code - 159109,For rent Apartment in Yerevan,200 USD,'Total area 36 m 2','Floor 3','Count of rooms 1',17.05.2021
https://akcern.am/en/property/13335,Code - 30479,For rent Apartment in Yerevan,220 USD,'Total area 74 m 2','Floor 2','Count of rooms 3',17.05.2021
https://akcern.am/en/property/13254,Code - 40078,For rent Apartment in Yerevan,600 USD,'Total area 97 m 2','Floor 3','Count of rooms 4',17.05.2021
https://akcern.am/en/property/12361,Code - 10230,For rent Apartment in Yerevan,400 USD,'Total area 38 m 2','Floor 5','Count of rooms 1',17.05.2021
https://akcern.am/en/property/12664,Code - 30104,For sale Apartment in Yerevan,"83,600 USD",'Total area 88 m 2','Floor 3','Count of rooms 3',17.05.2021
https://akcern.am/en/property/12666,Code - 20072,For sale Apartment in Yerevan,"61,110 USD",'Total area 58 m 2','Floor 8','Count of rooms 2',17.05.2021
https://akcern.am/en/property/13630,Code - 20071,For sale Apartment in Yerevan,"61,110 USD",'Total area 58 m 2','Floor 7','Count of rooms 2',17.05.2021
https://akcern.am/en/property/4242,Code - 40276,For sale Apartment in Yerevan,"160,000 USD",'Total area 113 m 2','Floor 10','Count of rooms 4',17.05.2021
https://akcern.am/en/property/4666,Code - 31298,For sale Apartment in Yerevan,"110,000 USD",'Total area 91 m 2','Floor 6','Count of rooms 3',17.05.2021
https://akcern.am/en/property/9009,Code - 32658,For sale Apartment in Yerevan,"57,000 USD",'Total area 96 m 2','Floor 3','Count of rooms 3',17.05.2021
https://akcern.am/en/property/18860,Code - 260625,For sale Apartment in Yerevan,"55,000 USD",'Total area 61 m 2','Floor 9','Count of rooms 2',17.05.2021
https://akcern.am/en/property/11089,Code - 359598,For sale Apartment in Yerevan,"60,000 USD",'Total area 74 m 2','Floor 8','Count of rooms 3',17.05.2021
https://akcern.am/en/property/12667,Code - 30114,For sale Apartment in Yerevan,"71,900 USD",'Total area 72 m 2','Floor 4','Count of rooms 3',17.05.2021
https://akcern.am/en/property/13629,Code - 20068,For sale Apartment in Yerevan,"59,300 USD",'Total area 59 m 2','Floor 4','Count of rooms 2',17.05.2021
https://akcern.am/en/property/12665,Code - 20059,For sale Apartment in Yerevan,"57,000 USD",'Total area 57 m 2','Floor 4','Count of rooms 2',17.05.2021
https://akcern.am/en/property/18862,Code - 260627,For sale Apartment in Yerevan,"52,000 USD",'Total area 72 m 2','Floor 3','Count of rooms 2',17.05.2021
https://akcern.am/en/property/18864,Code - 860629,For sale Apartment in Yerevan,"320,000 USD",'Total area 237 m 2','Floor ','Count of rooms 6',17.05.2021
https://akcern.am/en/property/18847,Code - 360611,For rent Apartment in Yerevan,400 USD,'Total area 88 m 2','Floor 4','Count of rooms 3',17.05.2021
https://akcern.am/en/property/10120,Code - 40027,For sale Apartment in Yerevan,"56,430 USD",'Total area 59 m 2','Floor 3','Count of rooms 2',17.05.2021
https://akcern.am/en/property/18820,Code - 260577,For sale Apartment in Yerevan,"80,000 USD",'Total area 63 m 2','Floor 5','Count of rooms 2',17.05.2021
https://akcern.am/en/property/12729,Code - 259670,For sale Apartment in Yerevan,"59,000 USD",'Total area 64 m 2','Floor 4','Count of rooms 2',17.05.2021
https://akcern.am/en/property/12722,Code - 359653,For sale Apartment in Yerevan,"64,000 USD",'Total area 77 m 2','Floor 3','Count of rooms 3',17.05.2021
https://akcern.am/en/property/12709,Code - 359602,For sale Apartment in Yerevan,"100,000 USD",'Total area 88 m 2','Floor ','Count of rooms 3',17.05.2021
https://akcern.am/en/property/7764,Code - 33112,For sale Apartment in Yerevan,"125,000 USD",'Total area 81 m 2','Floor ','Count of rooms 3',17.05.2021
https://akcern.am/en/property/4580,Code - 80091,For rent Apartment in Yerevan,"1,400 USD",'Total area 231 m 2','Floor ','Count of rooms 6',17.05.2021
https://akcern.am/en/property/18859,Code - 360624,For sale Apartment in Yerevan,"87,000 USD",'Total area 73 m 2','Floor 2','Count of rooms 3',15.05.2021
https://akcern.am/en/property/10951,Code - 359868,For sale Apartment in Yerevan,"56,000 USD",'Total area 84 m 2','Floor 9','Count of rooms 3',15.05.2021
https://akcern.am/en/property/18854,Code - 360620,For rent Apartment in Yerevan,600 USD,'Total area 77 m 2','Floor 6','Count of rooms 3',15.05.2021
https://akcern.am/en/property/3882,Code - 10973,For sale Apartment in Yerevan,"52,000 USD",'Total area 48 m 2','Floor 4','Count of rooms 1',15.05.2021
https://akcern.am/en/property/6807,Code - 40608,For sale Apartment in Yerevan,"85,000 USD",'Total area 89 m 2','Floor 2','Count of rooms 4',15.05.2021
https://akcern.am/en/property/9446,Code - 258427,For sale Apartment in Yerevan,"79,000 USD",'Total area 67 m 2','Floor 9','Count of rooms 2',15.05.2021
https://akcern.am/en/property/1922,Code - 21564,For sale Apartment in Yerevan,"55,000 USD",'Total area 68 m 2','Floor 1','Count of rooms 2',15.05.2021
https://akcern.am/en/property/7494,Code - 33098,For sale Apartment in Yerevan,"53,000 USD",'Total area 74 m 2','Floor 2','Count of rooms 3',15.05.2021
https://akcern.am/en/property/18846,Code - 260575,For sale Apartment in Yerevan,"165,000 USD",'Total area 79 m 2','Floor 2','Count of rooms 2',15.05.2021
https://akcern.am/en/property/18851,Code - 260615,For sale Apartment in Yerevan,"220,000 USD",'Total area 78 m 2','Floor 2','Count of rooms 2',15.05.2021
https://akcern.am/en/property/13709,Code - 159559,For sale Apartment in Yerevan,"90,000 USD",'Total area 39 m 2','Floor 8','Count of rooms 1',15.05.2021
https://akcern.am/en/property/4926,Code - 20563,For rent Apartment in Yerevan,500 USD,'Total area 55 m 2','Floor 4','Count of rooms 2',15.05.2021
https://akcern.am/en/property/11097,Code - 159932,For sale Apartment in Yerevan,"73,000 USD",'Total area 36 m 2','Floor 3','Count of rooms 1',15.05.2021
https://akcern.am/en/property/6836,Code - 10430,For rent Apartment in Yerevan,500 USD,'Total area 40 m 2','Floor 5','Count of rooms 1',15.05.2021
https://akcern.am/en/property/2992,Code - 30461,For rent Apartment in Yerevan,"1,500 USD",'Total area 120 m 2','Floor 6','Count of rooms 3',14.05.2021
https://akcern.am/en/property/3109,Code - 40571,For sale Apartment in Yerevan,"120,000 USD",'Total area 116 m 2','Floor ','Count of rooms 4',14.05.2021
https://akcern.am/en/property/18840,Code - 360597,For sale Apartment in Yerevan,"85,000 USD",'Total area 78 m 2','Floor 6','Count of rooms 3',14.05.2021
https://akcern.am/en/property/18839,Code - 360600,For rent Apartment in Yerevan,200 USD,'Total area 76 m 2','Floor 3','Count of rooms 3',14.05.2021
https://akcern.am/en/property/18837,Code - 160598,For sale Apartment in Yerevan,"55,000 USD",'Total area 50 m 2','Floor 6','Count of rooms 1',14.05.2021
https://akcern.am/en/property/18836,Code - 260595,For sale Apartment in Yerevan,"70,000 USD",'Total area 74 m 2','Floor 8','Count of rooms 2',14.05.2021
https://akcern.am/en/property/8418,Code - 32937,For sale Apartment in Yerevan,"100,000 USD",'Total area 101 m 2','Floor 3','Count of rooms 3',14.05.2021
https://akcern.am/en/property/18835,Code - 260593,For sale Apartment in Yerevan,"105,000 USD",'Total area 69 m 2','Floor 8','Count of rooms 2',14.05.2021
https://akcern.am/en/property/12312,Code - 40165,For rent Apartment in Yerevan,"1,700 USD",'Total area 190 m 2','Floor 12','Count of rooms 4',14.05.2021
https://akcern.am/en/property/16867,Code - 30578,For rent Apartment in Yerevan,500 USD,'Total area 69 m 2','Floor 3','Count of rooms 3',14.05.2021
https://akcern.am/en/property/9620,Code - 258607,For sale Apartment in Yerevan,"250,000 USD",'Total area 80 m 2','Floor 6','Count of rooms 2',14.05.2021
https://akcern.am/en/property/16774,Code - 30556,For rent Apartment in Yerevan,"1,000 USD",'Total area 111 m 2','Floor 5','Count of rooms 3',14.05.2021
https://akcern.am/en/property/16599,Code - 30529,For rent Apartment in Yerevan,500 USD,'Total area 91 m 2','Floor 6','Count of rooms 3',14.05.2021
https://akcern.am/en/property/4715,Code - 30522,For rent Apartment in Yerevan,"1,400 USD",'Total area 124 m 2','Floor 6','Count of rooms 3',14.05.2021
https://akcern.am/en/property/9478,Code - 358451,For sale Apartment in Yerevan,"450,000 USD",'Total area 130 m 2','Floor 3','Count of rooms 3',14.05.2021
https://akcern.am/en/property/12014,Code - 460086,For sale Apartment in Yerevan,"800,000 USD",'Total area 188 m 2','Floor 7','Count of rooms 4',14.05.2021
https://akcern.am/en/property/18828,Code - 460586,For sale Apartment in Yerevan,"115,000 USD",'Total area 115 m 2','Floor 2','Count of rooms 4',14.05.2021
https://akcern.am/en/property/9898,Code - 158967,For sale Apartment in Yerevan,"40,000 USD",'Total area 23 m 2','Floor 1','Count of rooms 1',14.05.2021
https://akcern.am/en/property/9840,Code - 358901,For rent Apartment in Yerevan,"1,000 USD",'Total area 75 m 2','Floor ','Count of rooms 3',13.05.2021
https://akcern.am/en/property/3178,Code - 80327,For sale Apartment in Yerevan,"120,000 USD",'Total area 153 m 2','Floor 5','Count of rooms 5',13.05.2021
https://akcern.am/en/property/3701,Code - 40599,For sale Apartment in Yerevan,"80,000 USD",'Total area 104 m 2','Floor 15','Count of rooms 4',13.05.2021
https://akcern.am/en/property/4352,Code - 80375,For sale Apartment in Yerevan,"130,000 USD",'Total area 84 m 2','Floor 5','Count of rooms 3',13.05.2021
https://akcern.am/en/property/4627,Code - 22514,For sale Apartment in Yerevan,"100,000 USD",'Total area 67 m 2','Floor 5','Count of rooms 2',13.05.2021
https://akcern.am/en/property/6105,Code - 33057,For sale Apartment in Yerevan,"150,000 USD",'Total area 98 m 2','Floor 5','Count of rooms 3',13.05.2021
https://akcern.am/en/property/6957,Code - 22603,For sale Apartment in Yerevan,"62,000 USD",'Total area 63 m 2','Floor 5','Count of rooms 2',13.05.2021
https://akcern.am/en/property/5497,Code - 40682,For sale Apartment in Yerevan,"65,000 USD",'Total area 103 m 2','Floor 7','Count of rooms 4',13.05.2021
https://akcern.am/en/property/18683,Code - 360430,For sale Apartment in Yerevan,"61,500 USD",'Total area 78 m 2','Floor 9','Count of rooms 3',13.05.2021
https://akcern.am/en/property/13429,Code - 30502,For rent Apartment in Yerevan,500 USD,'Total area 72 m 2','Floor 2','Count of rooms 3',13.05.2021
https://akcern.am/en/property/13137,Code - 30406,For rent Apartment in Yerevan,700 USD,'Total area 92 m 2','Floor 4','Count of rooms 3',13.05.2021
https://akcern.am/en/property/13149,Code - 32560,For sale Apartment in Yerevan,"150,000 USD",'Total area 76 m 2','Floor 5','Count of rooms 3',13.05.2021
https://akcern.am/en/property/13064,Code - 20448,For rent Apartment in Yerevan,250 USD,'Total area 50 m 2','Floor 5','Count of rooms 2',13.05.2021
https://akcern.am/en/property/13144,Code - 20495,For rent Apartment in Yerevan,600 USD,'Total area 54 m 2','Floor 11','Count of rooms 2',13.05.2021
https://akcern.am/en/property/18708,Code - 460457,For sale Apartment in Yerevan,"153,000 USD",'Total area 123 m 2','Floor 2','Count of rooms 4',13.05.2021
https://akcern.am/en/property/18831,Code - 360589,For sale Apartment in Yerevan,"70,000 USD",'Total area 84 m 2','Floor 3','Count of rooms 3',13.05.2021
https://akcern.am/en/property/18830,Code - 360588,For sale Apartment in Yerevan,"70,000 USD",'Total area 82 m 2','Floor 3','Count of rooms 3',13.05.2021
https://akcern.am/en/property/18829,Code - 260587,For sale Apartment in Դիլիջան,"19,000 USD",'Total area 67 m 2','Floor 4','Count of rooms 2',13.05.2021
