city,country,name,host_since,host_response_rate,host_identity_verified,review,superhost,property_type,accomodates,number_bathroom,number_bedroom,number_beds,rating,price,cleanliness,accuracy,communication,location,check_in,value
Getamej,Armenia,"HAYA House, Chill out 20mn from Yerevan, #1",2013.0,,Identity verified,27.0,regular host,Private room in bed and breakfast,2.0,1.0,1.0,2.0,0.0,18.0,,,,,,
Tsaghkadzor,Armenia,LUXE Villa in Tsaghkadzor,2016.0,100.0,Identity not verified,5.0,regular host,Entire villa,12.0,2.0,4.0,9.0,4.0,265.0,4.2,4.2,4.0,5.0,5.0,4.2
Yerevan,Armenia,Azhdahak guest house B&B-20km from Yerevan city,2015.0,100.0,Identity verified,1.0,regular host,Private room in bed and breakfast,15.0,2.0,5.0,12.0,0.0,18.0,,,,,,
Yerevan,Armenia,guesthouse vorskan 12,2019.0,,Identity not verified,1.0,regular host,Room in boutique hotel,2.0,1.0,18.0,10.0,0.0,25.0,,,,,,
Tsaghkadzor,Armenia,"Jazzy Apartment, Kechi House Tsaghkadzor",2019.0,100.0,Identity verified,5.0,regular host,Entire rental unit,4.0,1.0,1.0,1.0,0.0,60.0,,,,,,
Yerevan,Armenia,Guest house Vorskan12,2019.0,,Identity not verified,1.0,regular host,Room in boutique hotel,2.0,1.0,1.0,1.0,0.0,25.0,,,,,,
Yerevan,Armenia,Sweet home,2019.0,81.0,Identity verified,1.0,regular host,Entire residential home,7.0,3.5,4.0,6.0,0.0,250.0,,,,,,
Yerevan,Armenia,ELITE HOTEL,2021.0,25.0,Identity verified,0.0,regular host,Private room in bed and breakfast,16.0,5.0,10.0,1.0,0.0,12.0,,,,,,
Sevan,Armenia,Mama Mia - Sevan,2017.0,64.0,Identity verified,38.0,regular host,Entire serviced apartment,3.0,1.0,1.0,1.0,3.6,25.0,3.6,4.6,4.2,4.4,4.6,3.8
Tsaghkadzor,Armenia,Holiday home,2018.0,,Identity not verified,1.0,regular host,Entire residential home,6.0,1.0,2.0,5.0,0.0,50.0,,,,,,
Hrazdan,Armenia,Modern Villa,2017.0,64.0,Identity verified,38.0,regular host,Entire villa,8.0,2.0,2.0,2.0,0.0,120.0,,,,,,
Kalavan,Armenia,Large Country House with lovely views for 6 people,2016.0,100.0,Identity verified,9.0,regular host,Entire residential home,8.0,1.0,2.0,5.0,5.0,65.0,5.0,4.7,5.0,4.7,5.0,5.0
Meghradzor,Armenia,Eco House in Meghradzor,2016.0,,Identity verified,0.0,regular host,Private room in cottage -Туры,6.0,1.0,2.0,6.0,0.0,13.0,,,,,,
Abovyan,Armenia,Holiday home in Nurnus,2016.0,,Identity verified,0.0,regular host,Entire residential home,8.0,2.0,4.0,7.0,0.0,100.0,,,,,,
Yerevan,Armenia,NARINE GUEST HOUSE,2016.0,,Identity not verified,13.0,regular host,Room in hotel,8.0,2.0,4.0,5.0,0.0,15.0,,,,,,
Geghashen,Armenia,"Azhdahak B&B, Kotayk Geghashen, 20 km from Yerevan",2015.0,100.0,Identity verified,1.0,regular host,Private room in residential home,12.0,3.0,5.0,11.0,0.0,12.0,,,,,,
