city,country,name,host_since,host_response_rate,host_identity_verified,review,superhost,property_type,accomodates,number_bathroom,number_bedroom,number_beds,rating,price,cleanliness,accuracy,communication,location,check_in,value
Yerevan,Armenia,Blue & Cozy room in a bright and sunny apartment,2013.0,100.0,Identity verified,72.0,regular host,Private room in rental unit,1.0,1.5,1.0,0.0,4.36,15.0,3.7,4.6,5.0,4.2,4.6,4.6
Yerevan,Armenia,Inga Hotel Yerevan Number 103,2018.0,90.0,Identity verified,10.0,regular host,Room in boutique hotel  Hotel Yerevan,2.0,1.0,1.0,1.0,0.0,30.0,,,,,,
Yerevan,Armenia,Andranik,2018.0,0.0,Identity verified,0.0,regular host,Entire residential home,6.0,1.0,0.0,1.0,0.0,30.0,,,,,,
Yerevan,Armenia,View on Ararat from your Apartment,2020.0,0.0,Identity verified,0.0,regular host,Entire rental unit,3.0,1.0,1.0,2.0,0.0,33.0,,,,,,
Yerevan,Armenia,Квартира посуточно (Багратуняц 14-29),2018.0,0.0,Identity verified,3.0,regular host,Entire rental unit,4.0,0.0,1.0,2.0,0.0,30.0,,,,,,
Yerevan,Armenia,"Appt with jacuzzi, air conditioning,balcony,garag",2014.0,,Identity verified,0.0,regular host,Entire rental unit,4.0,1.0,2.0,2.0,0.0,50.0,,,,,,
Yerevan,Armenia,Elitar,2018.0,,Identity verified,1.0,regular host,Entire rental unit,5.0,1.5,2.0,1.0,0.0,100.0,,,,,,
Yerevan,Armenia,Luxury Villa in Yerevan,2021.0,100.0,Identity verified,0.0,regular host,Entire villa,16.0,5.0,9.0,12.0,0.0,272.0,,,,,,
Parakar,Armenia,Green House,2016.0,56.0,Identity not verified,9.0,regular host,Private room in guesthouse,4.0,1.0,1.0,3.0,4.0,19.0,4.5,4.5,4.0,4.0,4.8,4.2
Yerevan,Armenia,"Plenty of space, full of lighth and warm apartment",2015.0,,Identity verified,0.0,regular host,Entire rental unit,3.0,1.0,1.0,2.0,0.0,30.0,,,,,,
Yerevan,Armenia,Cactus at West Yerevan,2017.0,100.0,Identity not verified,3.0,regular host,Room in hotel,6.0,3.0,3.0,5.0,0.0,18.0,,,,,,
Yerevan,Armenia,Inga Hotel Yerevan Number 203,2018.0,90.0,Identity verified,10.0,regular host,Room in hotel  Hotel Yerevan,3.0,1.0,1.0,2.0,0.0,31.0,,,,,,
Yerevan,Armenia,ДОМ С ПРЕКРАСНЫМ ВИДОМ В город ЕРЕВАН,2018.0,,Identity verified,0.0,regular host,Entire rental unit,2.0,1.0,0.0,2.0,0.0,26.0,,,,,,
Yerevan,Armenia,Armenian Inn Hostel - Quadruple Room,2019.0,100.0,Identity verified,0.0,regular host,Private room in hostel,4.0,1.0,0.0,2.0,0.0,58.0,,,,,,
Yerevan,Armenia,Armenian Inn Hostel - Bed in a dormitory female w/ shared bathroom,2019.0,100.0,Identity verified,0.0,regular host,Shared room in hostel,1.0,0.0,1.0,,0.0,11.0,,,,,,
Yerevan,Armenia,Koghbatsi-Amiryan crossroads 1b/d Cozy apartment,2018.0,89.0,Identity verified,5.0,regular host,Private room in rental unit,2.0,1.0,1.0,1.0,0.0,54.0,,,,,,
Yerevan,Armenia,Inga Hotel Yerevan Number 211,2018.0,90.0,Identity verified,10.0,regular host,Room in hotel  Hotel Yerevan,3.0,1.0,1.0,2.0,0.0,34.0,,,,,,
Yerevan,Armenia,"Beautiful House for Rent in Yerevan, Armenia",2018.0,100.0,Identity verified,0.0,regular host,Entire residential home,7.0,1.0,3.0,4.0,0.0,70.0,,,,,,
Yerevan,Armenia,Bagratunyanc 17,2018.0,0.0,Identity verified,3.0,regular host,Entire rental unit,6.0,3.0,2.0,2.0,0.0,35.0,,,,,,
Yerevan,Armenia,Varsik’s Heaven,2020.0,100.0,Identity verified,0.0,regular host,Shared room in rental unit,2.0,0.0,1.0,,0.0,12.0,,,,,,
Yerevan,Armenia,Home in center,2016.0,0.0,Identity not verified,1.0,regular host,Entire rental unit,12.0,2.0,6.0,12.0,0.0,380.0,,,,,,
Yerevan,Armenia,Armenian Inn Hostel - Double Room,2019.0,100.0,Identity verified,0.0,regular host,Private room in hostel,2.0,1.0,0.0,1.0,0.0,46.0,,,,,,
Geghanist,Armenia,Rooms for rent in Armenia,2019.0,100.0,Identity verified,2.0,regular host,Private room in residential home,1.0,3.5,1.0,5.0,0.0,11.0,,,,,,
Yerevan,Armenia,Ara Hostel,2019.0,0.0,Identity verified,0.0,regular host,Shared room in hostel,8.0,2.0,1.0,8.0,0.0,10.0,,,,,,
Yerevan,Armenia,Armenian Inn Hostel - Family Room,2019.0,100.0,Identity verified,0.0,regular host,Private room in hostel,4.0,1.0,0.0,2.0,0.0,67.0,,,,,,
Yerevan,Armenia,Елитарка,2018.0,,Identity verified,1.0,regular host,Entire rental unit,3.0,1.5,1.0,1.0,0.0,100.0,,,,,,
Yerevan,Armenia,Armenian Inn Hostel - Bed in a dormitory male w/ shared bathroom,2019.0,100.0,Identity verified,0.0,regular host,Shared room in hostel,1.0,0.0,1.0,,0.0,11.0,,,,,,
Yerevan,Armenia,Home where dreams come true),2017.0,0.0,Identity not verified,2.0,regular host,Private room in rental unit,2.0,1.0,1.0,2.0,0.0,20.0,,,,,,
